dataset	column	dtype	description	n_unique_values	n_empty_values	bids_levels	bids_units	is_categorical	min	max	standardized_var	assessment_term	assessment_label	age_format
ds004186	participant_id	string	Unique participant identifier	2951	0			False			nb:ParticipantID			
ds004186	release	Float64	Release number in which subjects' data was published	10	0			False	1.1	10.0				
ds004186	gender	Int64	Sex of the participant	2	0	M, F		True	0	1	nb:Sex			
ds004186	age	Float64	age of the participant	2763	0		years	False	5.005932	21.899041	nb:Age			nb:FromFloat
ds004186	handedness	Float64	Subject's handedness. +100=Fully Right-handed, -100=Fully Left-handed	289	43			False	-100.05	100.05				
ds004186	commercial_use	string	Did the participant consent to commercial use of data?	2	0	Yes, No		True						
ds004186	full_pheno	string	Does the participant have a full phenotypic file?	2	0	Yes, No		True						
ds005752	participant_id	string	OpenNeuro ID of the subject.	1859	0			False			nb:ParticipantID			
ds005752	release_1	Int64	Presence of participant data in release 1 of the dataset.	2	0	0, 1		True	0	1				
ds005752	release_2	Int64	Presence of participant data in release 2 of the dataset.	2	0	0, 1		True	0	1				
ds005752	age	string	Participant's age at first/baseline online screening visit in years. n/a means there was no response from participant though a response was possible. Question may have been skipped over by participant.	70	30		Years	False			nb:Age			
ds005752	sex	string	Biological sex assigned at birth.	2	12	male, female, n/a		True			nb:Sex			
ds005752	handedness	string	Handedness is decided based on Laterality Quotient ranges from the Edinburgh Handedness Inventory.  See Levels below for exact ranges.	3	27	left, ambidextrous, right, n/a		True						
ds005752	eligibility	Int64	Eligibility for the study.	2	0	0, 1		True	0	1				
ds005752	MRI	Int64	Presence of Magnetic Resonance Imaging (MRI) data in data set.	2	0	0, 1		True	0	1				
ds005752	MEG	Int64	Presence of Magnetoencephalography (MEG) data in data set.	2	0	0, 1		True	0	1				
ds005752	ace	Int64	Presence of Adverse Childhood Experiences (ACEs) data in data set.	2	0	0, 1		True	0	1				
ds005752	acute_care	Int64	Presence of Acute Care Panel data in data set.	2	0	0, 1		True	0	1				
ds005752	audit	Int64	Presence of Alcohol Use Disorders Identification Test (AUDIT) data in data set.	2	0	0, 1		True	0	1				
ds005752	bai	Int64	Presence of Beck Anxiety Inventory (BAI) data in data set.	2	0	0, 1		True	0	1				
ds005752	bdi	Int64	Presence of Beck Depression Inventory-II (BDI-II) data in dataset.	2	0	0, 1		True	0	1				
ds005752	big_five_personality	Int64	Presence of Big Five Personality Survey data in dataset.	2	0	0, 1		True	0	1				
ds005752	blood_chemistry	Int64	Presence of Blood Chemistry data in dataset.	2	0	0, 1		True	0	1				
ds005752	btq	Int64	Presence of Brief Trauma Questionnaire (BTQ) data in dataset.	2	0	0, 1		True	0	1				
ds005752	cbc_with_differential	Int64	Presence of Complete Blood Count with Differential data in data set.	2	0	0, 1		True	0	1				
ds005752	clinical_variable_form	Int64	Presence of Clinical Variable Form data in data set.	2	0	0, 1		True	0	1				
ds005752	demographics	Int64	Presence of Demographics data in data set.	2	0	0, 1		True	0	1				
ds005752	drug_use	Int64	Presence of Drug Use Questionnaire data in data set.	2	0	0, 1		True	0	1				
ds005752	ehi	Int64	Presence of Edinburgh Handedness Inventory (EHI) data in data set.	2	0	0, 1		True	0	1				
ds005752	figs	Int64	Presence of Family Interview for Genetic Studies (FIGS) data in the dataset.	2	0	0, 1		True	0	1				
ds005752	gad7	Int64	Presence of Generalized Anxiety Disorder 7-item (GAD-7) scale data in the dataset.	2	0	0, 1		True	0	1				
ds005752	health_history_checklist_year_1	Int64	Presence of online follow-up after one year of in-person visit Health History Checklist data in the dataset.	2	0	0, 1		True	0	1				
ds005752	health_history_questions	Int64	Presence of Health History Questions data in data set.	2	0	0, 1		True	0	1				
ds005752	health_rating	Int64	Presence of Health Rating data in data set.	2	0	0, 1		True	0	1				
ds005752	hematology	Int64	Presence of Hematology Panel data in data set.	2	0	0, 1		True	0	1				
ds005752	hepatic	Int64	Presence of Hepatic Function Panel data in data set.	2	0	0, 1		True	0	1				
ds005752	infectious_disease	Int64	Presence of Infectious Disease Panel data in data set.	2	0	0, 1		True	0	1				
ds005752	kbit2_vas	Int64	Presence of Kaufman Brief Intelligence Test 2nd Edition (KBIT-2) and Vocabulary Assessment Scale (VAS) data in data set.	2	0	0, 1		True	0	1				
ds005752	lipid	Int64	Presence of Lipid Panel data in data set.	2	0	0, 1		True	0	1				
ds005752	mental_health_questions	Int64	Presence of Mental Health Questions data in data set.	2	0	0, 1		True	0	1				
ds005752	mri_variables	Int64	Presence of MRI Variables data in data set.	2	0	0, 1		True	0	1				
ds005752	nih_toolbox	Int64	Presence of National Institutes of Health (NIH) Toolbox Cognition Battery data in data set.	2	0	0, 1		True	0	1				
ds005752	other	Int64	Presence of Other Panel data in data set.	2	0	0, 1		True	0	1				
ds005752	perceived_health_rating	Int64	Presence of Perceived Health Rating data in data set.	2	0	0, 1		True	0	1				
ds005752	phq9	Int64	Presence of Patient Health Questionnaire 9 (PHQ-9) data in the dataset.	2	0	0, 1		True	0	1				
ds005752	satisfaction	Int64	Presence of Satisfaction Survey data in data set.	2	0	0, 1		True	0	1				
ds005752	scid5	Int64	Presence of Structured Clinical Interview for DSM-5 Disorders (SCID-5) data in data set.	2	0	0, 1		True	0	1				
ds005752	urinalysis	Int64	Presence of Urinalysis data in data set.	2	0	0, 1		True	0	1				
ds005752	urine_chemistry	Int64	Presence of Urine Chemistry data in data set.	2	0	0, 1		True	0	1				
ds005752	vitamin_levels	Int64	Presence of Vitamin Levels data in data set.	2	0	0, 1		True	0	1				
ds005752	whodas	Int64	Presence of World Health Organization Disability Assessment Schedule 2.0 (WHODAS 2.0) data in data set.	2	0	0, 1		True	0	1				
ds004889	participant_id	string		1505	0			False			nb:ParticipantID			
ds004889	sex	string	gender of the participant as reported by the participant	2	399	F, M		True			nb:Sex			
ds004889	age	string	age in years at time of scan, clamped to 89	68	399		years	False			nb:Age			
ds004889	race	string	race and ethnicity code from electronic health records	2	464	b, w		True						
ds004889	acuteischaemicstroke	Int64	Was an acute ischemic stroke diagnosed at admission	1	399	0, 1		True	1	1				
ds004889	priorstroke	Int64	Evidence of prior stroke	2	399	0, 1		True	0	1				
ds004889	bmi	Float64	Body mass index.	640	459		score	False	12.23	115.56				
ds004889	nihss	Int64	NIH Stroke Score	35	399		score	False	0	35				
ds004889	gs_rankin_6isdeath	Int64	Rankin score at discharge	7	767		score	True	0	6				
ds004889	etiology	string		5	425			True						
ds004169	participant_id	string	Participant identifier	1202	0			False			nb:ParticipantID			
ds004169	family_id	string	Family identifier (participants belonging to the same family share a family_id)	682	0			False						
ds004169	sex	string	Sex of the participant as reported by the participant	2	0	M, F		True			nb:Sex			
ds004169	age	Int64	Age (in years, rounded down) at session 1	16	0			False	12	30	nb:Age			nb:FromFloat
ds004169	age_ses02	Int64	Age (in years, rounded down) at session 2	12	1062			False	15	28				
ds004169	handedness	string	Handedness of the participant as reported by the participant (all QTIM participants are right-handed)	1	0	right		True						
ds004169	ses01_T1w_acq	Int64	T1w acquisition orientation at session 1	2	0	1, 2		True	1	2				
ds004169	ses02_T1w_acq	Int64	T1w acquisition orientation at session 2	2	1062	1, 2		True	1	2				
ds004169	nback_seq	Int64	Stimulus presentation time for the nback task. During data acqusition for the 12 year old  participants, the nback stimulus presentation time was increased as younger participants had difficulty with the 1 sec presentation	2	7	1, 2		True	1	2				
ds004169	group	Int64	Is the participant part of the the test-retest or longitudinal subsample? Test-retest interval between scans approximately 3.5 months; longitudinal interval between scans approximately 3.5 years	2	1062	1, 2		True	1	2				
ds004131	participant_id	string	OpenNeuro ID of the subject.	1090	0			False			nb:ParticipantID			
ds004131	age	string	Participant's age in years. n/a means there was no response from participant though a response was possible. Question may have been skipped over by participant.	66	10		Years	False			nb:Age			
ds004131	sex	string	Biological sex assigned at birth.	2	6	male, female, n/a		True			nb:Sex			
ds004131	handedness	string	Handedness is decided based on Laterality Quotient ranges from the Edinburgh Handedness Inventory.  See Levels below for exact ranges.	3	23	left, ambidextrous, right, n/a		True						
ds004131	eligibility	Int64	Eligibility for the study.	2	0	0, 1		True	0	1				
ds004131	MRI	Int64	Presence of Magnetic Resonance Imaging (MRI) data in data set.	2	0	0, 1		True	0	1				
ds004131	MEG	Int64	Presence of Magnetoencephalography (MEG) data in data set.	2	0	0, 1		True	0	1				
ds004131	ace	Int64	Presence of Adverse Childhood Experiences (ACEs) data in data set.	2	0	0, 1		True	0	1				
ds004131	acute_care	Int64	Presence of Acute Care Panel data in data set.	2	0	0, 1		True	0	1				
ds004131	audit	Int64	Presence of Alcohol Use Disorders Identification Test (AUDIT) data in data set.	2	0	0, 1		True	0	1				
ds004131	bai	Int64	Presence of Beck Anxiety Inventory (BAI) data in data set.	2	0	0, 1		True	0	1				
ds004131	bdi	Int64	Presence of Beck Depression Inventory-II (BDI-II) data in data set.	2	0	0, 1		True	0	1				
ds004131	blood_chemistry	Int64	Presence of Blood Chemistry data in data set.	2	0	0, 1		True	0	1				
ds004131	cbc_with_differential	Int64	Presence of Complete Blood Count with Differential data in data set.	2	0	0, 1		True	0	1				
ds004131	clinical_variable_form	Int64	Presence of Clinical Variable Form data in data set.	2	0	0, 1		True	0	1				
ds004131	demographics	Int64	Presence of Demographics data in data set.	1	0	0, 1		True	1	1				
ds004131	drug_use	Int64	Presence of Drug Use Questionnaire data in data set.	2	0	0, 1		True	0	1				
ds004131	ehi	Int64	Presence of Edinburgh Handedness Inventory (EHI) data in data set.	2	0	0, 1		True	0	1				
ds004131	figs	Int64	Presence of Family Interview for Genetic Studies (FIGS) data in data set.	2	0	0, 1		True	0	1				
ds004131	health_history_questions	Int64	Presence of Health History Questions data in data set.	2	0	0, 1		True	0	1				
ds004131	health_rating	Int64	Presence of Health Rating data in data set.	2	0	0, 1		True	0	1				
ds004131	hematology	Int64	Presence of Hematology Panel data in data set.	2	0	0, 1		True	0	1				
ds004131	hepatic	Int64	Presence of Hepatic Function Panel data in data set.	2	0	0, 1		True	0	1				
ds004131	infectious_disease	Int64	Presence of Infectious Disease Panel data in data set.	2	0	0, 1		True	0	1				
ds004131	kbit2_vas	Int64	Presence of Kaufman Brief Intelligence Test 2nd Edition (KBIT-2) and Vocabulary Assessment Scale (VAS) data in data set.	2	0	0, 1		True	0	1				
ds004131	lipid	Int64	Presence of Lipid Panel data in data set.	2	0	0, 1		True	0	1				
ds004131	mental_health_questions	Int64	Presence of Mental Health Questions data in data set.	2	0	0, 1		True	0	1				
ds004131	mri_variables	Int64	Presence of MRI Variables data in data set.	2	0	0, 1		True	0	1				
ds004131	nih_toolbox	Int64	Presence of National Institutes of Health (NIH) Toolbox Cognition Battery data in data set.	2	0	0, 1		True	0	1				
ds004131	other	Int64	Presence of Other Panel data in data set.	2	0	0, 1		True	0	1				
ds004131	perceived_health_rating	Int64	Presence of Perceived Health Rating data in data set.	2	0	0, 1		True	0	1				
ds004131	satisfaction	Int64	Presence of Satisfaction Survey data in data set.	2	0	0, 1		True	0	1				
ds004131	scid5	Int64	Presence of Structured Clinical Interview for DSM-5 Disorders (SCID-5) data in data set.	2	0	0, 1		True	0	1				
ds004131	urinalysis	Int64	Presence of Urinalysis data in data set.	2	0	0, 1		True	0	1				
ds004131	urine_chemistry	Int64	Presence of Urine Chemistry data in data set.	2	0	0, 1		True	0	1				
ds004131	vitamin_levels	Int64	Presence of Vitamin Levels data in data set.	2	0	0, 1		True	0	1				
ds004131	whodas	Int64	Presence of World Health Organization Disability Assessment Schedule 2.0 (WHODAS 2.0) data in data set.	2	0	0, 1		True	0	1				
ds004129	participant_id	string	OpenNeuro ID of the subject.	1090	0			False			nb:ParticipantID			
ds004129	age	string	Participant's age in years. n/a means there was no response from participant though a response was possible. Question may have been skipped over by participant.	66	10		Years	False			nb:Age			
ds004129	sex	string	Biological sex assigned at birth.	2	6	male, female, n/a		True			nb:Sex			
ds004129	handedness	string	Handedness is decided based on Laterality Quotient ranges from the Edinburgh Handedness Inventory.  See Levels below for exact ranges.	3	23	left, ambidextrous, right, n/a		True						
ds004129	eligibility	Int64	Eligibility for the study.	2	0	0, 1		True	0	1				
ds004129	MRI	Int64	Presence of Magnetic Resonance Imaging (MRI) data in data set.	2	0	0, 1		True	0	1				
ds004129	MEG	Int64	Presence of Magnetoencephalography (MEG) data in data set.	2	0	0, 1		True	0	1				
ds004129	ace	Int64	Presence of Adverse Childhood Experiences (ACEs) data in data set.	2	0	0, 1		True	0	1				
ds004129	acute_care	Int64	Presence of Acute Care Panel data in data set.	2	0	0, 1		True	0	1				
ds004129	audit	Int64	Presence of Alcohol Use Disorders Identification Test (AUDIT) data in data set.	2	0	0, 1		True	0	1				
ds004129	bai	Int64	Presence of Beck Anxiety Inventory (BAI) data in data set.	2	0	0, 1		True	0	1				
ds004129	bdi	Int64	Presence of Beck Depression Inventory-II (BDI-II) data in data set.	2	0	0, 1		True	0	1				
ds004129	blood_chemistry	Int64	Presence of Blood Chemistry data in data set.	2	0	0, 1		True	0	1				
ds004129	cbc_with_differential	Int64	Presence of Complete Blood Count with Differential data in data set.	2	0	0, 1		True	0	1				
ds004129	clinical_variable_form	Int64	Presence of Clinical Variable Form data in data set.	2	0	0, 1		True	0	1				
ds004129	demographics	Int64	Presence of Demographics data in data set.	1	0	0, 1		True	1	1				
ds004129	drug_use	Int64	Presence of Drug Use Questionnaire data in data set.	2	0	0, 1		True	0	1				
ds004129	ehi	Int64	Presence of Edinburgh Handedness Inventory (EHI) data in data set.	2	0	0, 1		True	0	1				
ds004129	figs	Int64	Presence of Family Interview for Genetic Studies (FIGS) data in data set.	2	0	0, 1		True	0	1				
ds004129	health_history_questions	Int64	Presence of Health History Questions data in data set.	2	0	0, 1		True	0	1				
ds004129	health_rating	Int64	Presence of Health Rating data in data set.	2	0	0, 1		True	0	1				
ds004129	hematology	Int64	Presence of Hematology Panel data in data set.	2	0	0, 1		True	0	1				
ds004129	hepatic	Int64	Presence of Hepatic Function Panel data in data set.	2	0	0, 1		True	0	1				
ds004129	infectious_disease	Int64	Presence of Infectious Disease Panel data in data set.	2	0	0, 1		True	0	1				
ds004129	kbit2_vas	Int64	Presence of Kaufman Brief Intelligence Test 2nd Edition (KBIT-2) and Vocabulary Assessment Scale (VAS) data in data set.	2	0	0, 1		True	0	1				
ds004129	lipid	Int64	Presence of Lipid Panel data in data set.	2	0	0, 1		True	0	1				
ds004129	mental_health_questions	Int64	Presence of Mental Health Questions data in data set.	2	0	0, 1		True	0	1				
ds004129	mri_variables	Int64	Presence of MRI Variables data in data set.	2	0	0, 1		True	0	1				
ds004129	nih_toolbox	Int64	Presence of National Institutes of Health (NIH) Toolbox Cognition Battery data in data set.	2	0	0, 1		True	0	1				
ds004129	other	Int64	Presence of Other Panel data in data set.	2	0	0, 1		True	0	1				
ds004129	perceived_health_rating	Int64	Presence of Perceived Health Rating data in data set.	2	0	0, 1		True	0	1				
ds004129	satisfaction	Int64	Presence of Satisfaction Survey data in data set.	2	0	0, 1		True	0	1				
ds004129	scid5	Int64	Presence of Structured Clinical Interview for DSM-5 Disorders (SCID-5) data in data set.	2	0	0, 1		True	0	1				
ds004129	urinalysis	Int64	Presence of Urinalysis data in data set.	2	0	0, 1		True	0	1				
ds004129	urine_chemistry	Int64	Presence of Urine Chemistry data in data set.	2	0	0, 1		True	0	1				
ds004129	vitamin_levels	Int64	Presence of Vitamin Levels data in data set.	2	0	0, 1		True	0	1				
ds004129	whodas	Int64	Presence of World Health Organization Disability Assessment Schedule 2.0 (WHODAS 2.0) data in data set.	2	0	0, 1		True	0	1				
ds004130	participant_id	string	OpenNeuro ID of the subject.	1090	0			False			nb:ParticipantID			
ds004130	age	string	Participant's age in years. n/a means there was no response from participant though a response was possible. Question may have been skipped over by participant.	66	10		Years	False			nb:Age			
ds004130	sex	string	Biological sex assigned at birth.	2	6	male, female, n/a		True			nb:Sex			
ds004130	handedness	string	Handedness is decided based on Laterality Quotient ranges from the Edinburgh Handedness Inventory.  See Levels below for exact ranges.	3	23	left, ambidextrous, right, n/a		True						
ds004130	eligibility	Int64	Eligibility for the study.	2	0	0, 1		True	0	1				
ds004130	MRI	Int64	Presence of Magnetic Resonance Imaging (MRI) data in data set.	2	0	0, 1		True	0	1				
ds004130	MEG	Int64	Presence of Magnetoencephalography (MEG) data in data set.	2	0	0, 1		True	0	1				
ds004130	ace	Int64	Presence of Adverse Childhood Experiences (ACEs) data in data set.	2	0	0, 1		True	0	1				
ds004130	acute_care	Int64	Presence of Acute Care Panel data in data set.	2	0	0, 1		True	0	1				
ds004130	audit	Int64	Presence of Alcohol Use Disorders Identification Test (AUDIT) data in data set.	2	0	0, 1		True	0	1				
ds004130	bai	Int64	Presence of Beck Anxiety Inventory (BAI) data in data set.	2	0	0, 1		True	0	1				
ds004130	bdi	Int64	Presence of Beck Depression Inventory-II (BDI-II) data in data set.	2	0	0, 1		True	0	1				
ds004130	blood_chemistry	Int64	Presence of Blood Chemistry data in data set.	2	0	0, 1		True	0	1				
ds004130	cbc_with_differential	Int64	Presence of Complete Blood Count with Differential data in data set.	2	0	0, 1		True	0	1				
ds004130	clinical_variable_form	Int64	Presence of Clinical Variable Form data in data set.	2	0	0, 1		True	0	1				
ds004130	demographics	Int64	Presence of Demographics data in data set.	1	0	0, 1		True	1	1				
ds004130	drug_use	Int64	Presence of Drug Use Questionnaire data in data set.	2	0	0, 1		True	0	1				
ds004130	ehi	Int64	Presence of Edinburgh Handedness Inventory (EHI) data in data set.	2	0	0, 1		True	0	1				
ds004130	figs	Int64	Presence of Family Interview for Genetic Studies (FIGS) data in data set.	2	0	0, 1		True	0	1				
ds004130	health_history_questions	Int64	Presence of Health History Questions data in data set.	2	0	0, 1		True	0	1				
ds004130	health_rating	Int64	Presence of Health Rating data in data set.	2	0	0, 1		True	0	1				
ds004130	hematology	Int64	Presence of Hematology Panel data in data set.	2	0	0, 1		True	0	1				
ds004130	hepatic	Int64	Presence of Hepatic Function Panel data in data set.	2	0	0, 1		True	0	1				
ds004130	infectious_disease	Int64	Presence of Infectious Disease Panel data in data set.	2	0	0, 1		True	0	1				
ds004130	kbit2_vas	Int64	Presence of Kaufman Brief Intelligence Test 2nd Edition (KBIT-2) and Vocabulary Assessment Scale (VAS) data in data set.	2	0	0, 1		True	0	1				
ds004130	lipid	Int64	Presence of Lipid Panel data in data set.	2	0	0, 1		True	0	1				
ds004130	mental_health_questions	Int64	Presence of Mental Health Questions data in data set.	2	0	0, 1		True	0	1				
ds004130	mri_variables	Int64	Presence of MRI Variables data in data set.	2	0	0, 1		True	0	1				
ds004130	nih_toolbox	Int64	Presence of National Institutes of Health (NIH) Toolbox Cognition Battery data in data set.	2	0	0, 1		True	0	1				
ds004130	other	Int64	Presence of Other Panel data in data set.	2	0	0, 1		True	0	1				
ds004130	perceived_health_rating	Int64	Presence of Perceived Health Rating data in data set.	2	0	0, 1		True	0	1				
ds004130	satisfaction	Int64	Presence of Satisfaction Survey data in data set.	2	0	0, 1		True	0	1				
ds004130	scid5	Int64	Presence of Structured Clinical Interview for DSM-5 Disorders (SCID-5) data in data set.	2	0	0, 1		True	0	1				
ds004130	urinalysis	Int64	Presence of Urinalysis data in data set.	2	0	0, 1		True	0	1				
ds004130	urine_chemistry	Int64	Presence of Urine Chemistry data in data set.	2	0	0, 1		True	0	1				
ds004130	vitamin_levels	Int64	Presence of Vitamin Levels data in data set.	2	0	0, 1		True	0	1				
ds004130	whodas	Int64	Presence of World Health Organization Disability Assessment Schedule 2.0 (WHODAS 2.0) data in data set.	2	0	0, 1		True	0	1				
ds003097	participant_id	string		928	0			False			nb:ParticipantID			
ds003097	age	Float64	Age of participant in years	27	0		Years, with one quantile precision	False	19.0	26.0	nb:Age			nb:FromFloat
ds003097	sex	string	(Self-reported) biological sex of participant	2	0	M, F		True			nb:Sex			
ds003097	handedness	string	Whether someone is left-handed, right-handed, or ambidextrous	2	0	left, right		True						
ds003097	BMI	Int64		32	0		kilograms per squared meters	False	0	47				
ds003097	education_level	string	Level of education (as defined by the Central Bureau van de Statistiek, CBS)	3	0	low, medium, high		True						
ds003097	background_SES	Float64	Background socio-economic status (based on parents' income and educational level (range 2-6)	9	0			True	2.0	6.0				
ds003097	IST_fluid	Float64	IST fluid intelligence subscale	125	2			False	21.0	165.0				
ds003097	IST_memory	Float64	IST memory subscale	49	2			False	0.0	74.0				
ds003097	IST_crystallised	Float64	IST crystallized intelligence scale	54	2			False	0.0	70.0				
ds003097	IST_intelligence_total	Float64	IST total intelligence	182	2			False	68.0	296.0				
ds003097	BAS_drive	Int64	BAS drive scale	13	0			False	4	16				
ds003097	BAS_fun	Int64	BAS fun scale	13	0			False	4	16				
ds003097	BAS_reward	Int64	BAS reward scale	12	0			False	5	20				
ds003097	BIS	Int64	BIS scale	21	0			False	8	28				
ds003097	NEO_N	Int64	Score on the Neuroticism scale of the NEO-FFI	35	0		Sum of individual items	False	16	52				
ds003097	NEO_E	Int64	Score on the Extraversion scale of the NEO-FFI	35	0		Sum of individual items	False	19	55				
ds003097	NEO_O	Int64	Score on the Openness scale of the NEO-FFI	36	0		Sum of individual items	False	22	58				
ds003097	NEO_A	Int64	Score on the Agreeableness scale of the NEO-FFI	34	0		Sum of individual items	False	25	58				
ds003097	NEO_C	Float64	Score on the Conscientiousness scale of the NEO-FFI	34	1		Sum of individual items	False	19.0	57.0				
ds003097	STAI_T	Float64	Trait anxiety (from the state-trait anxiety inventory)	51	1			False	20.0	77.0				
ds003097	sexual_attraction_M	Float64	To what degree the subject was attracted to males	7	374			True	1.0	7.0				
ds003097	sexual_attraction_F	Float64	To what degree the subject was attracted to females	7	374			True	1.0	7.0				
ds003097	gender_identity_M	Float64	To what degree the subject felt male	7	374			True	1.0	7.0				
ds003097	gender_identity_F	Float64	To what degree the subject felt female	7	374			True	1.0	7.0				
ds003097	religious_upbringing	string	Whether the subject was religious or not	2	0	no, yes		True						
ds003097	religious_now	string	Whether the subject is religious now	2	0	no, yes		True						
ds003097	religious_importance	Float64	How much religion plays a role in the subject's life	5	731			True	1.0	5.0				
ds003097	DWI_TR_run1	Float64	Repetition Time (TR) for the first DWI scan (if this scan doesn't exist for a subject, it is coded 'n/a')	25	7			False	6.307	6.838				
ds003097	DWI_TR_run2	Float64	Repetition Time (TR) for the second DWI scan (if this scan doesn't exist for a subject, it is coded 'n/a')	21	2			False	6.311	6.838				
ds003097	DWI_TR_run3	Float64	Repetition Time (TR) for the third DWI scan (if this scan doesn't exist for a subject, it is coded 'n/a')	20	21			False	6.311	6.838				
ds004114	participant_id	string		646	0			False			nb:ParticipantID			
ds004114	session_id	string	Scanning session (2nd session acquired within 6 months of first)	2	0			True			nb:SessionID			
ds004114	dataset_id	Int64	Dataset identifier	65	0			False	1001	1065				
ds004114	rat_strain	string	Rat strain	5	0			True						
ds004114	rat_sex	string	Rat sex	2	0			True						
ds004114	rat_age	string	Rat age in months reported in 2 months bins	10	116			False						
ds004114	rat_weight	string	Rat weight in grams reported in 50 grams bins	13	66			False						
ds004114	anesthesia_induction	string	Anesthesia used for induction. Multiple agents are reported using / divider	6	0			True						
ds004114	anesthesia_induction_dose	string	Anesthesia dose for induction. For isoflurane, reported in percentage, for injectables, reported in mg/kg, for dexmedetomidine, normalized to medetomidine	17	30			False						
ds004114	anesthesia_maintenance	string	Anesthesia used for maintenance. Multiple agents are reported using / divider	6	0			True						
ds004114	anesthesia_maintenance_dose	string	Anesthesia dose for maintenance. For isoflurane, reported in percentage, for injectables, reported in mg/kg/h, for dexmedetomidine, normalized to medetomidine	43	58			False						
ds004114	anesthesia_route	string	Reported route for injectable anesthetic	4	507			True						
ds004114	anesthesia_post_induction_time	Int64	Reported time between anesthesia induction and functional imaging in minutes	28	97			False	10	390				
ds004114	anesthesia_breathing_assistance	string	Rat breathing assistance. Either free-breathing or mechanically ventilated	2	10			True						
ds004114	anesthesia_breathing_rate	Int64	Reported rat breathing rate in breath per minute, bined to the next tenth	13	129			False	30	150				
ds004114	anesthesia_heart_rate	Int64	Reported rat heart rate in beat per minute, bined to the next tenth	46	418			False	30	780				
ds004114	MRI_vendor	string	Vendor of the magnet	3	0			True						
ds004114	MRI_field_strength	Float64	Magnet field strength in Tesla	6	0			True	3.0	14.1				
ds004114	anat_sequence	string	Anatomical sequence	12	0			False						
ds004114	anat_contrast	string	Contrast of the anatomical sequence	11	0			False						
ds004114	anat_TR	Float64	Repetition time in seconds of the anatomical sequence	33	70			False	0.005	9.0				
ds004114	anat_TE	Float64	Echo time in seconds of the anatomical sequence	34	90			False	0.0025	0.0691				
ds004114	func_sequence	string	Functional sequence. Either gradient echo (GE-) or spin echo (SE-)	2	0			True						
ds004114	func_TR	Float64	Repetition time in seconds of the functional sequence	17	0			False	0.5	4.0				
ds004114	func_TE	Float64	Echo time in seconds of the functional sequence	20	0			False	0.005	0.045				
ds004114	func_FA	Float64	Flip angle in degrees of the functional sequence	15	90			False	12.0	90.0				
ds005385	participant_id	string	IDs	608	0			False			nb:ParticipantID			
ds005385	sex	string	Sex of the participant	2	0	M, F		True			nb:Sex			
ds005385	age	Int64	Age of the participant	51	0		years	False	20	70	nb:Age			nb:FromFloat
ds005385	handedness	string	handedness of the participant as obtained from the Edinburgh Handedness Inventory 	2	2	left, right		True						
ds005385	session1	string	participant took part in session 1	1	0		yes/no	True						
ds005385	late_ses1	Int64	there are late trigger in datasets; datasets are probable not continuous	60	0		count	False	0	2370				
ds005385	session2	string	participant took part in session 2	2	0		yes/no	True						
ds005385	late_ses2	Int64	there are late trigger in datasets; datasets are probable not continuous	7	400		count	True	0	136				
ds004605	participant_id	string	participant identifier	583	0			False			nb:ParticipantID			
ds004605	age	Float64	age of the participant	110	0		years	False	7.6	20.5	nb:Age			nb:FromFloat
ds004605	sex	Int64	sex of the participant as reported by the participant	2	0	1, -1		True	-1	1	nb:Sex			
ds005515	participant_id	string	The prticipant ID set in the HBN dataset	533	0			False			nb:ParticipantID			
ds005515	release_number	string	The release in which the dataset was made available via the HBN project	1	0			True						
ds005515	sex	string	Gender	2	0	F, M		True			nb:Sex			
ds005515	age	Float64	Age in years	529	0			False	5.2639	21.5097	nb:Age			nb:FromFloat
ds005515	ehq_total	Float64	Edinburgh Handedness Questionnaire, +100=Fully Right-handed, -100=Fully Left-handed	136	1			False	-100.05	100.05				
ds005515	commercial_use	string	Did the participant consent to commercial use of data?	1	0	Yes, No		True						
ds005515	full_pheno	string	Does the participant have a full phenotypic file?	2	0			True						
ds005515	p_factor	Float64	Single latent score indicatve of comorbid features of psychiatric disorders	482	5			False	-1.909	3.293				
ds005515	attention	Float64	Focuses on attentional capacities or deficits, crucial in conditions like ADHD, affecting focus and concentration.	470	5			False	-2.292	2.155				
ds005515	internalizing	Float64	An indicator of inwardly directed psychological symptoms, typically involving mood and anxiety disorders.	476	5			False	-2.006	3.044				
ds005515	externalizing	Float64	Encompasses outwardly directed behavioral problems, often seen in disorders like ADHD and conduct disorder.	478	5			False	-2.296	1.94				
ds005515	RestingState	string	Availability status of the resting state task	3	0			True						
ds005515	DespicableMe	string	Availability status of watching the Despicable Me	3	0			True						
ds005515	FunwithFractals	string	Availability status of watching the Fun with Fractals	3	0			True						
ds005515	ThePresent	string	Availability status of watching the The Present	3	0			True						
ds005515	DiaryOfAWimpyKid	string	Availability status of watching the Diary Of A Wimpy Kid	3	0			True						
ds005515	contrastChangeDetection_1	string	Availability status of the 1st run of the contrast change task	3	0			True						
ds005515	contrastChangeDetection_2	string	Availability status of the 2nd run of the contrast change task	3	0			True						
ds005515	contrastChangeDetection_3	string	Availability status of the 3rd run of the contrast change task	3	0			True						
ds005515	surroundSupp_1	string	Availability status of the 1st run of the surround suppression task	3	0			True						
ds005515	surroundSupp_2	string	Availability status of the 2nd run of the surround suppression task	3	0			True						
ds005515	seqLearning6target	string	Availability status of the sequence learning 6-target task	1	0			True						
