dataset	column	dtype	description	n_unique_values	n_empty_values	bids_levels	bids_units	is_categorical	min	max	standardized_var	assessment_term	assessment_label	age_format
ds004902	PSQI_item3	Int64	Overall score of itme 3(Sleep duration) of PSQI	3	5			True	0	2				
ds004902	PSQI_item4	Int64	Overall score of itme 4(Sleep efficiency) of PSQI	4	5			True	0	3				
ds004902	PSQI_item5	Int64	Overall score of itme 5(Sleep disturbance) of PSQI	3	5			True	0	2				
ds004902	PSQI_item6	Int64	Overall score of itme 6(Use of sleep medication) of PSQI	1	5			True	0	0				
ds004902	PSQI_item7	Int64	Overall score of itme 7(Daytime dysfunction) of PSQI	4	5			True	0	3				
ds005577	participant_id	string	Participant identifier	70	0			False			nb:ParticipantID			
ds005577	group	string	Control or dyslexia group	2	0			True						
ds005577	age	Int64	Age in years at time of scanning	16	0			False	17	37	nb:Age			nb:FromFloat
ds005577	sex	string	Self-rated by participant	2	0			True			nb:Sex			
ds005577	handedness	string	writing hand	1	0			True						
ds006663	participant_id	string		69	0			False			nb:ParticipantID			
ds006663	sex	string	biological sex of the animal, e.g., m or f	2	0			True			nb:Sex			
ds006663	group	string	experimental genotype assignment, KO = mutant missing C3aR1 or wt (wildtype, as found in the wild, not genetically altered)	2	0			True						
ds006663	weight_ses-PND30	Float64	weight during the adolescence scan, postnatal day 30	68	0			False	10.45	21.61				
ds006663	weight_ses-PND90	Float64	weight during the adulthood scan, postnatal day 90	66	3			False	19.28	33.64				
ds006663	actual_age_in_days_PND30	Int64	age in days during the adolescence scan, postnatal day 30	5	0			True	27	31				
ds006663	actual_age_in_days_PND90	Int64	age in days during the adulthood scan, postnatal day 90	11	0			False	81	92				
ds006663	litter_moniker	string	grouping identifier for animals from the same litter	20	0			False						
ds006663	litter_size	Int64	how many animals in the litter. can be informative for brain size in adolesence since determines milk availability	8	0			True	3	11				
ds006222	participant_id	string	Unique participant label	69	0			False			nb:ParticipantID			
ds006222	Gender	string	Participant gender	2	0			True			nb:Sex			
ds006222	Age	Int64	Participant age (years)	9	10		years	True	18	35	nb:Age			nb:FromFloat
ds006222	Group	string	Participant group label	4	0			True						
ds005263	participant_id	string	Unique participant identifier	68	0			False			nb:ParticipantID			
ds005263	Age	Int64	Age of the participant	9	0	n/a	years	True	18	26	nb:Age			nb:FromFloat
ds005263	Handed	string	Handedness of the participant	1	0	R, L		True						
ds005263	Gender	string	Gender of the participant	3	0	M, F, NB		True			nb:Sex			
ds005263	Group	string	Experimental group of the participant	1	0	control, pd		True						
ds004791	participant_id	string		68	0			False			nb:ParticipantID			
ds004791	group	string		2	0			True						
ds005266	participant_id	string	Unique participant identifier	68	0			False			nb:ParticipantID			
ds005266	Age	Int64	Age of the participant	7	0	n/a	years	True	18	30	nb:Age			nb:FromFloat
ds005266	Handed	string	Handedness of the participant	1	0	R, L		True						
ds005266	Gender	string	Gender of the participant	3	0	M, F, NB		True			nb:Sex			
ds005266	Group	string	Experimental group of the participant	1	0	control, pd		True						
ds005504	participant_id	string		68	0			False			nb:ParticipantID			
ds005504	Sex	Int64		2	0			True	1	2	nb:Sex			
ds005504	Age	Int64		16	0			False	61	84	nb:Age			nb:FromFloat
ds005504	Go Accuracy	Float64		35	0			False	72.22	100.0				
ds005504	NoGo Accuracy	Float64		25	0			False	51.67	100.0				
ds005504	TS	Int64		26	0			False	25	71				
ds005504	PSS	Int64		29	0			False	0	34				
ds005504	EPDS	Int64		14	0			False	0	15				
ds005504	MH Simple Sum	Int64		40	0			False	28	97				
ds005504	Neglect	Int64		9	0			True	0	12				
ds005504	Cold	Int64		11	0			False	0	10				
ds005504	Abuse	Int64		22	0			False	0	23				
ds005504	Isolation	Int64		13	0			False	0	20				
ds005504	Violence	Int64		9	0			True	0	11				
ds005504	Conflict	Int64		14	0			False	0	17				
ds005504	Depression	Int64		19	0			False	0	24				
ds005504	Econ	Int64		14	0			False	0	17				
ds005504	Community	Int64		11	0			False	0	18				
ds005504	CPAS Simple Sum	Int64		47	0			False	4	98				
ds002731	participant_id	string		67	0			False			nb:ParticipantID			
ds002731	age	Int64		8	0			True	18	25	nb:Age			nb:FromFloat
ds002731	sex	string		2	0			True			nb:Sex			
ds002731	group	string		2	0			True						
ds004217	participant_id	string		67	0			False			nb:ParticipantID			
ds004217	sex	string		2	0			True			nb:Sex			
ds004217	age	Int64		11	0			False	18	35	nb:Age			nb:FromFloat
ds002330	participant_id	string		66	0			False			nb:ParticipantID			
ds002330	age	Int64		15	0			False	20	35	nb:Age			nb:FromFloat
ds002330	sex	string		3	0			True			nb:Sex			
ds002330	CBI_Overall	Float64		39	0			False	0.07	2.32				
ds002330	CAQ_Overall	Int64		35	0			False	2	78				
ds002330	CAQ_ArchitecturalDesign	Int64		4	0			True	0	7				
ds002330	CAQ_CreativeWriting	Int64		9	0			True	0	21				
ds002330	CAQ_CulinaryArts	Int64		4	0			True	0	5				
ds002330	CAQ_Dance	Int64		6	0			True	0	18				
ds002330	CAQ_Humor	Int64		8	0			True	0	10				
ds002330	CAQ_Inventions	Int64		9	0			True	0	15				
ds002330	CAQ_Music	Int64		12	0			False	0	21				
ds002330	CAQ_ScientificDiscovery	Int64		15	0			False	0	28				
ds002330	CAQ_TheaterAndFilm	Int64		9	0			True	0	23				
ds002330	CAQ_VisualArts	Int64		9	0			True	0	15				
ds002330	ATTA_VerbalCreativity	Float64		15	2			False	0.0	8.0				
ds002330	ATTA_VerbalRichnessAndColourfulnessOfImagery	Float64		5	2			True	0.0	2.0				
ds002330	ATTA_VerbalEmotions_Feelings	Float64		4	2			True	0.0	2.0				
ds002330	ATTA_VerbalFutureOrientation	Float64		5	2			True	0.0	2.0				
ds002330	ATTA_VerbalHumor_ConceptualIncongruity	Float64		5	2			True	0.0	2.0				
ds002330	ATTA_VerbalProvocativeQuestions	Float64		5	2			True	0.0	2.0				
ds002330	ATTA_VerbalOriginality	Float64		18	2			False	0.0	10.5				
ds002330	ATTA_VerbalFluency	Float64		26	2			False	0.0	18.0				
ds002330	ATTA_VisualOriginality	Float64		17	1			False	0.0	8.0				
ds002330	ATTA_VisualElaboration	Float64		36	1			False	0.0	29.5				
ds002330	ATTA_VisualFlexibility	Float64		14	1			False	0.0	7.0				
ds002330	ATTA_VisualOpenness	Float64		5	1			True	0.0	2.0				
ds002330	ATTA_VisualDiffPerspective	Float64		6	1			True	0.0	2.5				
ds002330	ATTA_VisualMvtOrSound	Float64		7	1			True	0.0	3.0				
ds002330	ATTA_VisualRichness	Float64		4	1			True	0.0	4.5				
ds002330	ATTA_VisualAbstractTitle	Float64		5	1			True	0.0	2.0				
ds002330	ATTA_VisualContext	Float64		8	1			True	0.0	3.5				
ds002330	ATTA_VisualSynthesis	Float64		6	1			True	0.0	3.0				
ds002330	ATTA_VisualInternalPerspective	Float64		6	1			True	0.0	2.5				
ds002330	ATTA_VisualEmotion	Float64		5	1			True	0.0	2.0				
ds002330	ATTA_VisualFantasy	Float64		5	1			True	0.0	2.0				
ds002330	ATTA_VisualAbstractDesign	Int64		3	1			True	0	2				
ds004103	participant_id	string	Unique participant identifier matching BIDS folder name	66	0			False			nb:ParticipantID			
ds004103	site	string	Site where participant was scanned	2	0	NCKU, NTU		True						
ds004103	sex	string	Biological sex of the participant	2	0	M, F		True			nb:Sex			
ds004103	age	Int64	Age of the participant at time of scan	10	0		years	False	20	29	nb:Age			nb:FromFloat
ds006434	participant_id	string	Unique participant identifier	66	0			False			nb:ParticipantID			
ds006434	age	Int64	Age of the participant at time of testing	16	0		years	False	0	39	nb:Age			nb:FromFloat
ds006434	sex	string	Biological sex of the participant	3	0	F, M		True			nb:Sex			
ds007181	participant_id	string	Unique participant identifier	66	0			False			nb:ParticipantID			
ds007181	group	string	Participant group	2	0	ZAN, HC		True						
ds007181	age	Int64	Age of the patient	22	0		years	False	44	70	nb:Age			nb:FromFloat
ds007181	sex	string	Sex of the participant	2	0	M, F		True			nb:Sex			
ds007182	participant_id	string	Unique identifier for each participant	66	0			False			nb:ParticipantID			
ds007182	age	Float64	Age of the participant at time of first session	48	0		years	False	18.8	30.8	nb:Age			nb:FromFloat
ds007182	handedness	Float64	Handedness of the participant (average of three Edinburgh items)	9	0		arbitrary	True	-1.0	1.0				
ds007182	sex	string	Biological sex of the participant	2	0	male, female		True			nb:Sex			
ds007182	years_education	string	Number of years of formal education completed	4	0	9-12 years, 13-16 years, 17-20 years, More than 20 years		True						
ds007182	ethnicity	string	Self-reported ethnicity of the participant (geographic birth place of parents and grandparents)	6	0			True						
ds007182	autism_diagnosis	string	Whether the participant has an autism spectrum disorder diagnosis	2	0	yes, no		True						
ds007182	autism_year	Int64	Year when autism diagnosis was received	18	33		years	False	1998	2025				
ds007182	adhd_diagnosis	string	Whether the participant has an ADHD diagnosis	2	0	yes, no		True						
ds007182	id_diagnosis	string	Whether the participant has an intellectual disability diagnosis	1	0	yes, no		True						
ds007182	other_diagnosis	string	Whether the participant has other diagnoses	2	0	yes, no		True						
ds007182	other_diagnosis_description	string	Description of other diagnoses if present	10	0			False						
ds007182	aq_total	Int64	Autism Quotient (AQ) total score	44	0		arbitrary	False	74	171				
ds007182	aq_social	Int64	AQ subscale score for social skills	25	0		arbitrary	False	10	36				
ds007182	aq_attention_switching	Int64	AQ subscale score for attention switching	22	0		arbitrary	False	13	38				
ds007182	aq_attention_to_detail	Int64	AQ subscale score for attention to detail	21	0		arbitrary	False	10	38				
ds007182	aq_communication	Int64	AQ subscale score for communication	24	0		arbitrary	False	12	36				
ds007182	aq_imagination	Int64	AQ subscale score for imagination	20	0		arbitrary	False	13	32				
ds007182	sdq_total	Int64	Strengths and Difficulties Questionnaire (SDQ) total difficulties score	24	0		arbitrary	False	10	41				
ds007182	sdq_emotional_problems	Int64	SDQ subscale score for emotional problems	11	0		arbitrary	False	0	10				
ds007182	sdq_conduct_problems	Int64	SDQ subscale score for conduct problems	7	0		arbitrary	True	0	7				
ds007182	sdq_hyperactivity	Int64	SDQ subscale score for hyperactivity/inattention	11	0		arbitrary	False	0	10				
ds007182	sdq_peer_problems	Int64	SDQ subscale score for peer relationship problems	8	0		arbitrary	True	0	7				
ds007182	sdq_prosocial	Int64	SDQ subscale score for prosocial behavior	8	0		arbitrary	True	3	10				
ds007182	session_1_time	string	Time of day for the participant's first session (format: HH:MM:SS)	8	0			True						
ds007182	session_2_time	string	Time of day for the participant's second session (format: HH:MM:SS)	8	3			True						
ds007182	session_3_time	string	Time of day for the participant's third session (format: HH:MM:SS)	10	0			False						
ds007182	days_between_1_2	Int64	Number of days between the first and second sessions	17	2		days	False	3	46				
ds007182	days_between_2_3	Int64	Number of days between the second and third sessions	18	2		days	False	4	35				
ds007182	days_between_1_3	Int64	Number of days between the first and third sessions	23	0		days	False	7	54				
ds007182	rsfMRI_complete	boolean	Whether all rsfMRI runs are available for the participant	2	0	True, False		True						
ds005226	participant_id	string	Participant identifier	65	0			False			nb:ParticipantID			
ds005226	age	Int64	Age in years as in the initial session, might not be correct for other sessions	6	0			True	20	25	nb:Age			nb:FromFloat
ds005226	sex	string	self-rated by participant, M for male/F for female	2	0			True			nb:Sex			
ds005291	participant_id	string		65	0			False			nb:ParticipantID			
ds005291	ID	Int64	Subject number at the time of research	65	0			False	1	65				
ds005291	Pre_ID	Int64	Subject number at the time of raw data acquisition	65	0			False	101	327				
ds005291	Gender	string	Biological sex of the participant	2	0	M, F		True			nb:Sex			
ds005291	Age	Int64	Chronological age of the participant	12	0		years	False	18	30	nb:Age			nb:FromFloat
ds005291	Group	Int64		3	0			True	1	3				
ds005291	Pain_Threthold	Float64	mean the laser energy intensity corresponds to a pain score of 7 out of 10.	7	0			True	3.0	4.5				
ds002116	participant_id	Int64	participant id	65	0	1:27, 101:128		True	1	65	nb:ParticipantID			
ds002116	age	Int64	age of participant	9	0			True	6	14	nb:Age			nb:FromFloat
ds002116	sex	string	Sex of participants	2	0	M, F		True			nb:Sex			
ds002116	Participant_Scanned?	Int64	Was this participant scanned?	2	0	1, 0		True	0	1				
ds002116	Run1_Eligibility	Int64	Did this run meet initial eligibility criteria for motion and accuracy?	2	0	1, 0		True	0	1				
ds002116	Run2_Eligibility	Int64	Did this run meet initial eligibility criteria for motion and accuracy?	2	0	1, 0		True	0	1				
ds002116	Run3_Eligibility	Int64	Did this run meet initial eligibility criteria for motion and accuracy?	2	0	1, 0		True	0	1				
ds002116	Run4_Eligibility	Int64	Did this run meet initial eligibility criteria for motion and accuracy?	2	0	1, 0		True	0	1				
ds002116	Run5_Eligibility	Int64	Did this run meet initial eligibility criteria for motion and accuracy?	2	0	1, 0		True	0	1				
ds002116	OverallEligibility	Int64	Does this participant meet overall eligibility criteria? Do they have at least 2 good runs?	2	0	1, 0		True	0	1				
ds002116	Reason_Participant_Removed?	string	Was this participant included in data analyses?	9	0	0, motion, no_scan, motion_and_accuracy, incidental_finding, left_handed, learning_disability, accuracy, did_not_complete_scan		True						
ds002116	Number_Good_Runs	Int64	How many good runs did each participant have?	6	0			True	0	5				
ds002116	Run1_Included?	Int64		2	0	1, 0		True	0	1				
ds002116	Run2_Included?	Int64		2	0	1, 0		True	0	1				
ds002116	Run3_Included?	Int64		2	0	1, 0		True	0	1				
ds002116	Run4_Included?	Int64		2	0	1, 0		True	0	1				
ds002116	Run5_Included?	Int64		2	0	1, 0		True	0	1				
ds002116	Number_Runs_Included	Int64	Number of runs included in final analysis	5	0			True	0	4				
ds002116	Unnamed: 18	Int64		0	65			True						
ds006156	participant_id	string		64	0			False			nb:ParticipantID			
ds006156	age	Int64		8	0			True	18	25	nb:Age			nb:FromFloat
ds006156	sex	string		2	0			True			nb:Sex			
ds006156	group	string		2	0			True						
ds001796	participant_id	string	participant_id	64	0			False			nb:ParticipantID			
ds001796	age	Int64	age of the participant	27	0			False	18	52	nb:Age			nb:FromFloat
ds001796	sex	string	sex of the participant	2	0			True			nb:Sex			
ds001796	handedness	string	participant handedness	1	0			True						
ds001796	qpt_score	Int64	performance on the Oxford Quick Placement Test- score is #/60	21	1			False	31	60				
ds001796	Otherlang_exposure	Float64	measure of current exposure to languages other than native language and second langauge (L2)	11	0			False	0.0	1.5				
ds001796	aoa(log)	Float64	age of acquisition (aoa) of the second langauge (L2)-log-transformed	17	0			False	-3.321928095	4.459431619				
ds001796	immersion(log)	Float64	months in continuous L2 immersion- log-transformed	64	0			False	-1.925999419	8.584393892				
ds001796	l2_home	Float64	score indexing extent of L2 us in home settings	64	0			False	-7.151543347	16.69903385				
ds001796	l2_social	Float64	score indexing degree of L2 us in social/community settings	64	0			False	10.77215482	74.52690351				
ds001796	years_active_l2(log)	Float64	number of years actively using the L2-log-transformed	57	0			False	-0.061400545	4.910892526				
ds001796	immers_active_l2(log)	Float64	number of monthis in immersion actively engaged with the L2- log-transformed	64	0			False	-3.341036918	8.169356393				
ds006850	participant_id	string		63	0			False			nb:ParticipantID			
ds006850	nr	Int64	numerical ID of the participant	63	0			False	2	93				
ds006850	age	Int64	age of the participant	22	0			False	19	61	nb:Age			nb:FromFloat
ds006850	sex	string	gender of the participant	3	0	M, F, NB		True			nb:Sex			
ds005096	participant_id	string	Id of the participant	63	0			False			nb:ParticipantID			
ds005096	single_multiple_scans	string	Whether a patient has had a single scan on the brain, or multiple scans at different times.	2	0	single, multiple		True						
ds005096	exam_dates	string	Date of the exams	62	0			False						
ds000240	participant_id	string		63	0			False			nb:ParticipantID			
ds000240	Age	Int64		32	0			False	19	84	nb:Age			nb:FromFloat
ds000240	Gender	string		2	0			True			nb:Sex			
ds000240	MMSE	Int64		6	31			True	24	30				
ds000240	CERAD word list	Int64		10	31			False	0	9				
ds000240	WMS-III logical memory I	Int64		22	31			False	20	49				
ds000240	WSM-III logical memory II	Int64		16	31			False	10	30				
ds000240	WAIS-III digits test	Int64		11	31			False	8	22				
ds000240	CERAD Constructional praxis	Int64		3	31			True	7	11				
ds000240	CERAD Construtional praxis (delayed)	Int64		6	31			True	5	11				
ds000240	STROOP reading	Int64		24	31			False	50	121				
ds000240	STROOP color	Int64		24	33			False	39	89				
ds000240	STROOP interference	Int64		21	33			False	17	51				
ds000240	TMT A	Int64		21	31			False	17	84				
ds000240	TMT B	Int64		26	31			False	49	195				
ds000240	Phonetic fluency	Int64		19	31			False	7	30				
ds000240	Semantic fluency	Int64		18	31			False	13	36				
ds000240	BNT	Int64		16	31			False	43	60				
ds006803	participant_id	string	Unique participant label	63	0			False			nb:ParticipantID			
ds006803	Gender	string	Participant gender	2	0			True			nb:Sex			
ds006803	Age	Int64	Participant age (years)	6	0		years	True	18	24	nb:Age			nb:FromFloat
ds006803	Group	string	Participant group label	2	0			True						
ds003688	participant_id	string	Unique participant identifier	63	0			False			nb:ParticipantID			
ds003688	sex	string	Biological sex of the participant	2	0	F, M		True			nb:Sex			
ds003688	age	Int64	Age of the participant at time of testing	37	0		years	False	5	55	nb:Age			nb:FromFloat
ds003688	handedness	string	Dominant hand of the participant according to the Edinburgh Handedness Questionnaire	3	4	R, L, originally R, but switched to L, n/a		True						
ds003688	language_dominance	string	Language-dominant hemisphere of the participant as tested with one or combination of techniques in specified in language_dominance_technique	6	4	R, L, possibly L, possibly bilateral, n/a		True						
ds003688	language_dominance_technique	string	Technique used to determine the language-dominant hemisphere of the participant	11	4	fTCD, fMRI, Wada, ECS, unspecified, n/a		True						
ds003688	iEEG	string	Presence of intracranial electroencephalography (iEEG) recordings for the patient	2	0	yes, no		True						
ds003688	fMRI	string	Presence of functional magnetic resonance imaging (fMRI) recordings for the patient	2	0	yes, no		True						
ds003688	iEEG_hemisphere	string	Hemisphere where iEEG electrodes were implanted	3	12	L, R, LR, n/a		True						
ds003688	high_density_grid	string	Whether this patient had recordings with a high-density grid	2	12	yes, no, n/a		True						
ds001748	participant_id	string		62	0			False			nb:ParticipantID			
ds001748	age	Int64		17	0			False	10	34	nb:Age			nb:FromFloat
ds001748	sex	string		2	0			True			nb:Sex			
ds001748	group	string		3	0			True						
ds003763	participant_id	string		62	0			False			nb:ParticipantID			
ds003763	Age	Int64		27	0			False	18	63	nb:Age			nb:FromFloat
ds003763	Sex	string		2	0			True			nb:Sex			
ds003763	Group	string		2	0			True						
ds003763	BDI	Int64		20	4			False	0	28				
ds003763	STAI_State	Int64		28	4			False	21	55				
ds003763	STAI_Trait	Int64		20	4			False	29	61				
ds003763	mislocalisation	Float64		36	24			False	-10.63333333	8.466666667				
ds003763	drift_emerg_0	Int64		1	24			True	0	0				
ds003763	drift_emerg_15	Float64		35	24			False	-10.433	9.833				
ds003763	drift_emerg_30	Float64		37	24			False	-13.833	8.267				
ds003763	drift_emerg_60	Float64		36	24			False	-13.3	9.433333333				
ds003763	drift_emerg_120	Float64		36	24			False	-14.367	8.333333333				
ds003763	drift_emerg_240	Float64		36	24			False	-13.967	14.63333333				
ds003763	drift_ext_15	Float64		37	24			False	-9.5	11.1				
ds003763	drift_ext_30	Float64		37	24			False	-8.7	8.566666667				
ds003763	drift_ext_60	Float64		38	24			False	-12.0	6.967				
ds003763	drift_ext_120	Float64		36	24			False	-12.4	6.866666667				
ds003763	drift_ext_240	Float64		37	24			False	-10.667	6.3				
ds003763	test_own_15	Int64		15	24			False	-9	7				
ds003763	test_own_30	Int64		14	24			False	-9	9				
ds003763	test_own_60	Int64		16	24			False	-9	9				
ds003763	test_own_120	Int64		13	24			False	-9	9				
ds003763	test_own_240	Int64		14	24			False	-9	9				
ds003763	control_own_15	Int64		6	24			True	-9	-4				
ds003763	control_own_30	Int64		9	24			True	-9	0				
ds003763	control_own_60	Int64		10	24			False	-9	4				
ds003763	control_own_120	Int64		11	24			False	-9	5				
ds003763	control_own_240	Int64		13	24			False	-9	9				
ds003763	MOCA	Int64		8	44			True	22	30				
ds003763	IAc	Float64		59	0			False	0.1	0.869792				
ds003763	hypertension	Int64		2	22			True	0	1				
ds003763	gastrointestinal	Int64		2	22			True	0	1				
ds003763	thyroiditis	Int64		2	22			True	0	1				
ds003763	diabetes	Int64		2	22			True	0	1				
ds004349	participant_id	string	Identification number for each participant	62	0			False			nb:ParticipantID			
ds004349	age	Int64	age of the participant	9	0		years	True	18	28	nb:Age			nb:FromFloat
ds004349	gender	Int64	gender of the participant as reported by the participant	3	0	1, 2, 3		True	1	3	nb:Sex			
ds004349	inclusion	Int64	index of participants that were included in manuscript analyses	2	0	1, 0		True	0	1				
ds004349	comment	string	Reason for exclusion and any additional notes about the participant	8	53			True						
ds005296	participant_id	string	Unique participant label	62	0			False			nb:ParticipantID			
ds005296	Gender	string	Participant gender	2	0			True			nb:Sex			
ds005296	Age	Int64	Participant age (years)	27	0		years	False	18	58	nb:Age			nb:FromFloat
ds005296	Group	Int64	Participant group label	2	0			True	1	2				
ds005296	Handedness	string		3	0			True						
ds005296	Highest_degree	string		7	0			True						
ds005296	ASL_AoA	string		10	31		years	False						
ds005296	PPVT_score	Int64		35	0			False	160	222				
ds005296	WJ_passage_score	Int64		19	0			False	23	47				
ds005296	WJ_readingscore	Int64		36	0			False	42	98				
ds005296	ASL_SRTscore	Int64		13	32			False	5	20				
ds004044	participant_id	string	Participant identifier	62	0			False			nb:ParticipantID			
ds004044	age	Int64	Age in years (TODO - verify) as in the initial session, might not be correct for other sessions	9	0			True	19	29	nb:Age			nb:FromFloat
ds004044	sex	string	self-rated by participant, M for male/F for female (TODO: verify)	2	0			True			nb:Sex			
ds004044	group	string	(TODO: adjust - by default everyone is in control group)	1	0			True						
ds005616	participant_id	string	Unique Participant ID	62	0			False			nb:ParticipantID			
ds005616	source_id	string	Subject ID in the source unprocessed data	62	0			False						
ds005616	species	string	Binomial species name of participant	1	0			True						
ds005616	age	Int64	Participant age	18	12		years	False	21	56	nb:Age			nb:FromFloat
ds005616	sex	string	sex of the participant as reported by the participant	2	12	M, F, O		True			nb:Sex			
ds005616	height (cm)	Int64	Height of the participant as reported by the participant	22	21		cm	False	155	192				
ds005616	weight (kg)	Int64	Weight of the participant as reported by the participant	27	12		kg	False	45	90				
ds005616	pathology	string	The diagnosis of pathology of the participant	1	9	HC, DCM, MildCompression, MS, SCI		True						
ds005616	institution	string	Human-friendly institution name	2	0			True						
ds005616	stenosis	string	All levels of stenosis identified by Sandrine Bédard	15	39			False						
ds004019	participant_id	string	Unique participant identifier	62	0			False			nb:ParticipantID			
ds004019	Age	Int64	age of the participant	2	0		years	True	9	10	nb:Age			nb:FromFloat
ds004019	Gender	string	Sex of the participant	2	0	M, F		True			nb:Sex			
ds004019	BMI	Float64		61	0		numeric	False	14.15	37.36				
ds004019	WS	string	Clasification of participant based on their BMI	2	0	N-O, O		True						
ds004019	Performance	string	Behavioral performance of the participant in CAS and math task	2	0			True						
ds002382	participant_id	string		61	0			False			nb:ParticipantID			
ds002382	age	Int64		25	0			False	19	81	nb:Age			nb:FromFloat
ds002382	sex	string		3	0			True			nb:Sex			
ds002382	handedness	string		1	0			True						
ds002382	L_250	Int64		5	44			True	5	30				
ds002382	L_500	Int64		6	44			True	5	30				
ds002382	L_1000	Int64		7	44			True	0	30				
ds002382	L_2000	Int64		8	44			True	-10	40				
ds002382	L_4000	Int64		10	44			False	-10	70				
ds002382	L_6000	Int64		9	44			True	0	80				
ds002382	L_8000	Int64		11	44			False	-5	85				
ds002382	R_250	Int64		6	44			True	5	30				
ds002382	R_500	Int64		6	44			True	5	30				
ds002382	R_1000	Int64		5	44			True	5	30				
ds002382	R_2000	Int64		8	44			True	0	45				
ds002382	R_4000	Int64		12	44			False	-5	55				
ds002382	R_6000	Int64		12	44			False	-5	85				
ds002382	R_8000	Int64		11	44			False	-5	85				
ds004771	participant_id	string	unique participant identifier	61	0			False			nb:ParticipantID			
ds004771	original_id	Int64	original participant identifier during recording	61	0			False	17105	17168				
ds004771	gender	string	participant's gender	3	0			True			nb:Sex			
ds004771	age	Int64	participant's age	13	0			False	18	33	nb:Age			nb:FromFloat
ds004771	python_expertise	string	participant's Python expertise level	2	0			True						
ds004771	data_usability	string	usability of the participant's EEG data per artifact rejection; bad = exceeded 25% threshold and excluded from analyses	2	0			True						
ds007398	participant_id	string	Unique participant identifier with prefix 'sub-'. Must match folder names in the dataset.	61	0			False			nb:ParticipantID			
ds007398	Age	Float64	Participant age at the time of the session.	27	0		years	False	6.0	8.5	nb:Age			nb:FromFloat
ds007398	Gender	string	Sex assigned at birth.	2	0	F, M		True			nb:Sex			
ds005899	participant_id	string		61	0			False			nb:ParticipantID			
ds005899	visit	Int64		7	0			True	1	7				
ds005899	session	Int64		1	0			True	1	1	nb:SessionID			
ds005899	Age	Int64		4	0			True	9	12	nb:Age			nb:FromFloat
ds005899	Gender	Int64		2	0			True	1	2	nb:Sex			
ds005899	ADHD	Int64		2	0			True	0	1				
ds005899	runid1	Int64		2	0			True	1	2				
ds005899	runid2	Int64		3	0			True	2	4				
ds003947	participant_id	string	Unique participant identifier	61	0			False			nb:ParticipantID			
ds003947	type	string	Type of participant	2	0	Control, Psychosis		True						
ds003947	age	Float64	age of the participant	60	0		years	False	14.3436002737851	38.258726899384	nb:Age			nb:FromFloat
ds003947	gender	string	Sex of the participant	2	0	M, F		True			nb:Sex			
ds003947	race	string	Race of the participant	4	0	Asian, Black, White, Mixed		True						
ds003947	ethnicity	string	Ethnicity of the participant	3	0	Hispanic, Not_Hispanic, Unknown		True						
ds003967	participant_id	string		60	0			False			nb:ParticipantID			
ds003967	sex	string		2	0			True			nb:Sex			
ds003967	age	Int64		15	0			False	19	45	nb:Age			nb:FromFloat
ds003967	dataset	string		2	0			True						
ds003717	participant_id	string		60	0			False			nb:ParticipantID			
ds003717	age	Int64		13	0			False	18	34	nb:Age			nb:FromFloat
ds003717	sex	string		2	0			True			nb:Sex			
ds003717	handedness	string		1	0			True						
ds003717	L_250	Int64		5	12			True	5	25				
ds003717	L_500	Int64		6	12			True	-5	25				
ds003717	L_1000	Int64		5	12			True	-5	15				
ds003717	L_2000	Int64		6	12			True	-10	15				
ds003717	L_4000	Int64		6	12			True	-10	15				
ds003717	L_6000	Int64		7	12			True	-5	25				
ds003717	L_8000	Int64		8	12			True	-10	30				
ds003717	R_250	Int64		6	12			True	5	30				
ds003717	R_500	Int64		6	12			True	-5	25				
ds003717	R_1000	Int64		5	12			True	0	20				
ds003717	R_2000	Int64		6	12			True	-10	15				
ds003717	R_4000	Int64		6	12			True	-10	15				
ds003717	R_6000	Int64		6	12			True	-5	20				
ds003717	R_8000	Int64		7	12			True	-10	30				
ds006092	participant_id	Int64		60	0			False	1	60	nb:ParticipantID			
ds006092	sex	Int64		2	0			True	1	2	nb:Sex			
ds006092	age	Int64		22	0			False	19	67	nb:Age			nb:FromFloat
ds006092	date	string		40	0			False						
ds006092	        group	string		2	0			True						
ds005540	participant_id	string	Unique identifier for each participant in the study.	60	0			False			nb:ParticipantID			
ds005540	age	Int64	Age of the participant at the time of the experiment.	9	0		years	True	18	26	nb:Age			nb:FromFloat
ds005540	gender	string	Gender of the participant.	2	0	M, F		True			nb:Sex			
ds005866	participant_id	string	Unique participant label	60	0			False			nb:ParticipantID			
ds005866	Gender	string	Participant gender	4	0			True			nb:Sex			
ds005866	Age	Int64	Participant age (years)	26	0		years	False	20	54	nb:Age			nb:FromFloat
ds005866	Group	Int64	Participant group label	2	0			True	1	2				
ds005866	Handedness	string		3	0			True						
ds005866	number_in_other_study	Int64		29	31			False	1	42				
ds005866	Highest_degree	string		5	2			True						
ds005866	ASL_AoA	string		11	31			False						
ds005866	PIAT_score	Int64		26	6			False	41	99				
ds005866	PPVT_score	Int64		36	0			False	149	225				
ds005866	Andrews_score	Int64		32	1			False	47	87				
ds005866	MOTavTargetsCorrect	Float64		36	5			False	2.36	3.9				
ds005866	MOTcapacity	Float64		36	5			False	0.72	3.8				
ds005346	participant_id	string	Unique participant identifier	60	0			False			nb:ParticipantID			
