participant_id	age	sex	handedness
sub-01	22	F	R
sub-02	22	F	R
sub-03	21	F	R
sub-04	20	F	R
sub-05	25	M	R
sub-06	21	M	R
sub-07	31	M	R
sub-08	25	F	R
sub-09	33	F	R
sub-10	28	F	R
sub-11	24	M	R
sub-12	22	F	L
sub-13	22	F	R
sub-14	26	F	L
sub-15	24	F	R
sub-16	21	F	R
sub-17	33	F	R
sub-18	24	M	R
sub-19	23	F	R
sub-20	29	F	R
sub-21	27	M	R
sub-22	25	F	R
sub-23	30	F	R
sub-24	27	M	R
