"participant_id,timepoint,session,age,Sex,MEd,HLE,FHD,pre_word_access_raw,pre_word_fluency_raw,pre_substitution_raw,pre_wjiv_oralcomp_raw,pre_wjiv_pvocab_raw,pre_wjiv_phonproc_standard,pre_wjiv_orallang_standard,kbit2_raw,kbit2_standard,beg_wrmt3_wrd_id_raw,beg_wrmt3_wrdatt_raw,beg_wrmt3_wrd_id_stnd,beg_wrmt3_wrdatt_stnd,pre_beh_age,beg_beh_age,euler,qc_s,qc_ARC_L,qc_ARC_R,qc_ILF_L,qc_ILF_R,qc_SLF_L,qc_SLF_R,inf_num_books_adult_ord,inf_ebooks_adult_ord,inf_books_kids_ord,inf_ebooks_kids_ord,inf_reading_age_child_ord,inf_child_reading_time_ord,inf_child_count,inf_child_alphabet,inf_fam_readership,inf_fam_write_notes,inf_fam_write_creative,inf_fam_joke,tod_num_books_adult_ord,tod_ebooks_adult_ord,tod_books_kids_ord,tod_ebooks_kids_ord,tod_reading_age_child_ord,tod_child_reading_time_ord,tod_child_count,tod_child_alphabet,tod_fam_readership,tod_fam_write_notes,tod_fam_write_creative,tod_fam_joke,pre_num_books_adult_ord,pre_ebooks_adult_ord,pre_books_kids_ord,pre_ebooks_kids_ord,pre_reading_age_child_ord,pre_child_reading_time_ord,pre_child_count,pre_child_alphabet,pre_fam_readership,pre_fam_write_notes,pre_fam_write_creative,pre_fam_joke,beg_num_books_adult_ord,beg_ebooks_adult_ord,beg_books_kids_ord,beg_ebooks_kids_ord,beg_reading_age_child_ord,beg_child_reading_time_ord,beg_child_count,beg_child_alphabet,beg_fam_readership,beg_fam_write_notes,beg_fam_write_creative,beg_fam_joke,rea_num_books_adult_ord,rea_ebooks_adult_ord,rea_books_kids_ord,rea_ebooks_kids_ord,rea_reading_age_child_ord,rea_child_reading_time_ord,rea_child_count,rea_child_alphabet,rea_fam_readership,rea_fam_write_notes,rea_fam_write_creative,rea_fam_joke"
"sub-15,INF,1,11.89224704,0,18,-0.123963748,0,11,3,7,8,25,123,112,16,109,14,8,115,117,58.01576873,73.78449409,-27,2,2,2,2,2,2,2,4,4,4,2,2,4,5,3,5,5,3,5,2,2,3,1,3,3,1,2,6,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-15,TOD,2,17.6412615,0,18,-0.123963748,0,11,3,7,8,25,123,112,16,109,14,8,115,117,58.01576873,73.78449409,-15,2,2,2,2,2,2,2,4,4,4,2,2,4,5,3,5,5,3,5,2,2,3,1,3,3,1,2,6,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-15,PRE,3,61.43232589,0,18,-0.123963748,0,11,3,7,8,25,123,112,16,109,14,8,115,117,58.01576873,73.78449409,-16,2,2,2,2,2,2,2,4,4,4,2,2,4,5,3,5,5,3,5,2,2,3,1,3,3,1,2,6,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-15,BEG,4,75.39421813,0,18,-0.123963748,0,11,3,7,8,25,123,112,16,109,14,8,115,117,58.01576873,73.78449409,-33,2,2,2,2,2,2,2,4,4,4,2,2,4,5,3,5,5,3,5,2,2,3,1,3,3,1,2,6,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-15,REA,5,87.45072273,0,18,-0.123963748,0,11,3,7,8,25,123,112,16,109,14,8,115,117,58.01576873,73.78449409,-24,2,2,2,2,2,2,2,4,4,4,2,2,4,5,3,5,5,3,5,2,2,3,1,3,3,1,2,6,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-16,INF,1,6.537450723,0,13,-1.084698636,1,NA,NA,NA,2,17,NA,73,9,81,2,0,95,91,61.43232589,73.8173456,-37,1.666666667,2,1.5,2,2,2,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-16,TOD,2,15.04599212,0,13,-1.084698636,1,NA,NA,NA,2,17,NA,73,9,81,2,0,95,91,61.43232589,73.8173456,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-16,PRE,3,63.13923565,0,13,-1.084698636,1,NA,NA,NA,2,17,NA,73,9,81,2,0,95,91,61.43232589,73.8173456,-156,1,2,2,2,2,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-16,BEG,4,74.53871003,0,13,-1.084698636,1,NA,NA,NA,2,17,NA,73,9,81,2,0,95,91,61.43232589,73.8173456,-95,1,NA,NA,NA,NA,NA,NA,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-17,INF,1,11.03810775,1,18,-0.018230237,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20,1.666666667,1.5,2,2,2,2,2,2,1,4,2,1,6,5,5,3,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-17,TOD,2,20.23653088,1,18,-0.018230237,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-33,2,2,2,2,2,2,1.5,2,1,4,2,1,6,5,5,3,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-18,INF,1,3.547963206,1,13,-0.074094163,0,NA,NA,NA,3,19,NA,84,9,83,NA,NA,NA,NA,58.80420499,NA,-44,0.666666667,0,1.5,2,2,2,2,2,1,2,1,1,3,5,4,4,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-18,PRE,3,60.18396846,1,13,-0.074094163,0,NA,NA,NA,3,19,NA,84,9,83,NA,NA,NA,NA,58.80420499,NA,-51,2,2,2,2,2,1.5,2,2,1,2,1,1,3,5,4,4,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-19,INF,1,11.95795007,1,16,0.756338365,0,8,4,0,9,19,100,98,14,97,3,NS,93,NA,60.80814717,75.65703022,NA,NA,NA,NA,NA,NA,NA,NA,6,2,3,1,1,5,5,6,6,6,4,6,6,2,4,1,1,6,6,6,6,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-19,TOD,2,22.6346912,1,16,0.756338365,0,8,4,0,9,19,100,98,14,97,3,NS,93,NA,60.80814717,75.65703022,-10,2,2,2,2,2,2,2,6,2,3,1,1,5,5,6,6,6,4,6,6,2,4,1,1,6,6,6,6,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-19,PRE,3,63.50197109,1,16,0.756338365,0,8,4,0,9,19,100,98,14,97,3,NS,93,NA,60.80814717,75.65703022,-42,2,2,2,2,2,2,2,6,2,3,1,1,5,5,6,6,6,4,6,6,2,4,1,1,6,6,6,6,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-19,BEG,4,77.16683092,1,16,0.756338365,0,8,4,0,9,19,100,98,14,97,3,NS,93,NA,60.80814717,75.65703022,-38,2,NA,NA,NA,NA,NA,NA,6,2,3,1,1,5,5,6,6,6,4,6,6,2,4,1,1,6,6,6,6,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-20,INF,1,6.898817346,1,19,-0.665760511,0,5,0,0,7,21,87,99,17,107,12,8,104,111,61.79369251,79.69913491,-11,1.666666667,2,2,2,2,2,2,3,2,4,1,1,4,1,1,1,1,1,1,3,2,3,1,1,5,2,2,4,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-20,TOD,2,20.46649146,1,19,-0.665760511,0,5,0,0,7,21,87,99,17,107,12,8,104,111,61.79369251,79.69913491,-15,2,2,2,2,2,2,2,3,2,4,1,1,4,1,1,1,1,1,1,3,2,3,1,1,5,2,2,4,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-20,PRE,3,62.02365309,1,19,-0.665760511,0,5,0,0,7,21,87,99,17,107,12,8,104,111,61.79369251,79.69913491,-74,2,2,2,2,2,2,2,3,2,4,1,1,4,1,1,1,1,1,1,3,2,3,1,1,5,2,2,4,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-21,INF,1,5.946123522,1,19,-0.331429389,0,NA,NA,NA,9,23,NA,113,14,103,4,4,100,112,56.20893561,72.79894875,-107,0,0,0,1,2,2,1,2,1,2,1,2,3,1,1,1,5,2,5,2,2,2,1,2,4,3,3,5,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-21,PRE,3,58.47568988,1,19,-0.331429389,0,NA,NA,NA,9,23,NA,113,14,103,4,4,100,112,56.20893561,72.79894875,-138,1,NA,NA,NA,NA,NA,NA,2,1,2,1,2,3,1,1,1,5,2,5,2,2,2,1,2,4,3,3,5,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-21,BEG,4,74.01308585,1,19,-0.331429389,0,NA,NA,NA,9,23,NA,113,14,103,4,4,100,112,56.20893561,72.79894875,-91,2,NA,NA,NA,NA,NA,NA,2,1,2,1,2,3,1,1,1,5,2,5,2,2,2,1,2,4,3,3,5,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-22,INF,1,7.194480946,1,14,0.292138432,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-41,2,0,1,2,2,2,2,4,1,4,1,1,5,5,5,5,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-22,TOD,2,19.54664915,1,14,0.292138432,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,2,2,2,2,2,2,2,4,1,4,1,1,5,5,5,5,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-23,INF,1,11.56373193,1,18,1.068772586,0,8,2,0,11,26,96,119,16,107,5,4,98,108,60.8738502,75.16425756,-25,2,1.5,2,2,2,2,2,6,6,4,1,2,6,6,6,6,5,5,6,6,6,4,1,2,6,5,4,3,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-23,TOD,2,22.20762155,1,18,1.068772586,0,8,2,0,11,26,96,119,16,107,5,4,98,108,60.8738502,75.16425756,-19,1.5,2,2,2,2,2,2,6,6,4,1,2,6,6,6,6,5,5,6,6,6,4,1,2,6,5,4,3,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-23,PRE,3,60.44678055,1,18,1.068772586,0,8,2,0,11,26,96,119,16,107,5,4,98,108,60.8738502,75.16425756,NA,NA,NA,NA,NA,NA,NA,NA,6,6,4,1,2,6,6,6,6,5,5,6,6,6,4,1,2,6,5,4,3,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-23,BEG,4,78.64651774,1,18,1.068772586,0,8,2,0,11,26,96,119,16,107,5,4,98,108,60.8738502,75.16425756,-92,2,NA,NA,NA,NA,NA,NA,6,6,4,1,2,6,6,6,6,5,5,6,6,6,4,1,2,6,5,4,3,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-24,INF,1,5.946123522,1,14,-0.355438642,1,2,0,0,11,20,84,107,15,104,5,2,102,104,59.29834647,72.89750329,-9,0.666666667,2,2,2,2,2,2,4,1,2,1,1,4,1,6,4,3,1,3,3,2,3,1,1,5,2,2,4,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-24,TOD,2,18.65965834,1,14,-0.355438642,1,2,0,0,11,20,84,107,15,104,5,2,102,104,59.29834647,72.89750329,-13,2,2,2,2,2,2,2,4,1,2,1,1,4,1,6,4,3,1,3,3,2,3,1,1,5,2,2,4,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-24,PRE,3,60.24967148,1,14,-0.355438642,1,2,0,0,11,20,84,107,15,104,5,2,102,104,59.29834647,72.89750329,-107,2,2,2,2,2,2,2,4,1,2,1,1,4,1,6,4,3,1,3,3,2,3,1,1,5,2,2,4,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-24,BEG,4,73.35742444,1,14,-0.355438642,1,2,0,0,11,20,84,107,15,104,5,2,102,104,59.29834647,72.89750329,-104,2,2,2,2,2,2,2,4,1,2,1,1,4,1,6,4,3,1,3,3,2,3,1,1,5,2,2,4,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-25,INF,1,9.329829172,0,12,-0.061387744,0,11,9,7,8,26,114,101,15,92,23,12,114,109,68.5282523,85.74107534,-26,1.666666667,2,2,2,2,2,2,3,1,2,1,2,4,2,3,4,5,2,3,4,1,3,1,3,6,6,6,3,6,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-25,TOD,2,21.32063075,0,12,-0.061387744,0,11,9,7,8,26,114,101,15,92,23,12,114,109,68.5282523,85.74107534,-29,2,1.5,2,2,2,1.5,2,3,1,2,1,2,4,2,3,4,5,2,3,4,1,3,1,3,6,6,6,3,6,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-26,INF,1,5.978975033,1,16,-0.189081794,1,4,1,0,10,26,87,114,15,100,NA,NA,NA,NA,61.66228647,NA,-18,2,NA,NA,NA,NA,NA,NA,4,1,4,1,2,3,1,1,5,4,1,6,6,2,5,1,3,6,1,1,5,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-26,TOD,2,16.52431012,1,16,-0.189081794,1,4,1,0,10,26,87,114,15,100,NA,NA,NA,NA,61.66228647,NA,-19,1.5,2,2,2,2,2,2,4,1,4,1,2,3,1,1,5,4,1,6,6,2,5,1,3,6,1,1,5,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-26,PRE,3,63.27201051,1,16,-0.189081794,1,4,1,0,10,26,87,114,15,100,NA,NA,NA,NA,61.66228647,NA,-176,1,2,2,2,2,2,2,4,1,4,1,2,3,1,1,5,4,1,6,6,2,5,1,3,6,1,1,5,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-27,INF,1,12.68068331,0,18,-0.610473228,1,10,12,1,9,24,107,103,26,127,NA,NA,NA,NA,65.96720324,NA,-27,2,1.5,2,2,2,2,2,2,2,2,2,1,4,2,3,3,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-27,TOD,2,25.62417871,0,18,-0.610473228,1,10,12,1,9,24,107,103,26,127,NA,NA,NA,NA,65.96720324,NA,-18,2,1,2,2,2,2,2,2,2,2,2,1,4,2,3,3,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-28,INF,1,7.358738502,0,20,-0.425365957,0,NA,NA,NA,12,28,NA,129,21,124,NA,NA,NA,NA,57.58869908,NA,-34,1.666666667,1.5,2,2,2,2,2,2,1,2,1,1,5,2,2,5,5,2,4,2,1,NA,1,1,5,2,3,3,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-28,TOD,2,18.62680683,0,20,-0.425365957,0,NA,NA,NA,12,28,NA,129,21,124,NA,NA,NA,NA,57.58869908,NA,-14,2,2,2,2,2,2,2,2,1,2,1,1,5,2,2,5,5,2,4,2,1,NA,1,1,5,2,3,3,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-29,INF,1,7.950065703,0,20,-0.294005887,0,3,1,0,12,29,88,128,15,104,2,0,90,88,59.23127464,74.17871222,NA,NA,NA,NA,NA,NA,NA,NA,6,3,3,1,2,3,2,2,2,4,2,5,6,3,4,1,2,5,2,2,2,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-29,PRE,3,61.30091984,0,20,-0.294005887,0,3,1,0,12,29,88,128,15,104,2,0,90,88,59.23127464,74.17871222,-74,2,2,2,2,2,2,2,6,3,3,1,2,3,2,2,2,4,2,5,6,3,4,1,2,5,2,2,2,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-29,BEG,4,75.5598445,0,20,-0.294005887,0,3,1,0,12,29,88,128,15,104,2,0,90,88,59.23127464,74.17871222,-72,1,2,2,2,2,1.5,2,6,3,3,1,2,3,2,2,2,4,2,5,6,3,4,1,2,5,2,2,2,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-30,INF,1,11.72798949,0,18,-0.101141083,1,8,10,7,13,26,126,127,15,106,NA,NA,NA,NA,56.86596583,NA,-42,2,2,2,2,2,2,2,2,2,2,1,2,4,2,2,4,3,2,5,2,3,4,1,2,6,5,4,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-30,TOD,2,20.36793693,0,18,-0.101141083,1,8,10,7,13,26,126,127,15,106,NA,NA,NA,NA,56.86596583,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,4,2,2,4,3,2,5,2,3,4,1,2,6,5,4,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-30,PRE,3,58.18002628,0,18,-0.101141083,1,8,10,7,13,26,126,127,15,106,NA,NA,NA,NA,56.86596583,NA,-100,2,2,2,2,2,2,2,2,2,2,1,2,4,2,2,4,3,2,5,2,3,4,1,2,6,5,4,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-31,INF,1,11.30091984,1,18,-0.248746325,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-48,2,1,2,2,2,2,2,3,1,2,1,2,2,2,4,2,6,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-31,TOD,2,19.80946124,1,18,-0.248746325,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15,2,2,2,2,2,2,2,3,1,2,1,2,2,2,4,2,6,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-31,PRE,3,54.07358739,1,18,-0.248746325,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,2,2,2,4,2,6,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-32,INF,1,12.51642576,0,16,-0.363347943,1,NA,NA,NA,4,23,NA,96,9,85,0,0,80,88,57.62155059,74.44152431,-36,2,2,2,2,2,2,2,2,2,3,1,3,3,2,2,2,5,2,6,2,1,3,1,2,4,3,3,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
