"participant_id,timepoint,session,age,Sex,MEd,HLE,FHD,pre_word_access_raw,pre_word_fluency_raw,pre_substitution_raw,pre_wjiv_oralcomp_raw,pre_wjiv_pvocab_raw,pre_wjiv_phonproc_standard,pre_wjiv_orallang_standard,kbit2_raw,kbit2_standard,beg_wrmt3_wrd_id_raw,beg_wrmt3_wrdatt_raw,beg_wrmt3_wrd_id_stnd,beg_wrmt3_wrdatt_stnd,pre_beh_age,beg_beh_age,euler,qc_s,qc_ARC_L,qc_ARC_R,qc_ILF_L,qc_ILF_R,qc_SLF_L,qc_SLF_R,inf_num_books_adult_ord,inf_ebooks_adult_ord,inf_books_kids_ord,inf_ebooks_kids_ord,inf_reading_age_child_ord,inf_child_reading_time_ord,inf_child_count,inf_child_alphabet,inf_fam_readership,inf_fam_write_notes,inf_fam_write_creative,inf_fam_joke,tod_num_books_adult_ord,tod_ebooks_adult_ord,tod_books_kids_ord,tod_ebooks_kids_ord,tod_reading_age_child_ord,tod_child_reading_time_ord,tod_child_count,tod_child_alphabet,tod_fam_readership,tod_fam_write_notes,tod_fam_write_creative,tod_fam_joke,pre_num_books_adult_ord,pre_ebooks_adult_ord,pre_books_kids_ord,pre_ebooks_kids_ord,pre_reading_age_child_ord,pre_child_reading_time_ord,pre_child_count,pre_child_alphabet,pre_fam_readership,pre_fam_write_notes,pre_fam_write_creative,pre_fam_joke,beg_num_books_adult_ord,beg_ebooks_adult_ord,beg_books_kids_ord,beg_ebooks_kids_ord,beg_reading_age_child_ord,beg_child_reading_time_ord,beg_child_count,beg_child_alphabet,beg_fam_readership,beg_fam_write_notes,beg_fam_write_creative,beg_fam_joke,rea_num_books_adult_ord,rea_ebooks_adult_ord,rea_books_kids_ord,rea_ebooks_kids_ord,rea_reading_age_child_ord,rea_child_reading_time_ord,rea_child_count,rea_child_alphabet,rea_fam_readership,rea_fam_write_notes,rea_fam_write_creative,rea_fam_joke"
"sub-32,TOD,2,21.05781866,0,16,-0.363347943,1,NA,NA,NA,4,23,NA,96,9,85,0,0,80,88,57.62155059,74.44152431,-19,1.5,2,2,2,2,2,2,2,2,3,1,3,3,2,2,2,5,2,6,2,1,3,1,2,4,3,3,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-32,PRE,3,59.13272011,0,16,-0.363347943,1,NA,NA,NA,4,23,NA,96,9,85,0,0,80,88,57.62155059,74.44152431,-313,0,0.5,1,1.5,1,1.5,0.5,2,2,3,1,3,3,2,2,2,5,2,6,2,1,3,1,2,4,3,3,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-32,BEG,4,74.54007884,0,16,-0.363347943,1,NA,NA,NA,4,23,NA,96,9,85,0,0,80,88,57.62155059,74.44152431,-117,1,2,2,2,2,1.5,2,2,2,3,1,3,3,2,2,2,5,2,6,2,1,3,1,2,4,3,3,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-33,INF,1,6.83174551,0,20,0.028109859,1,NA,NA,NA,13,26,NA,123,11,87,NA,NA,NA,NA,60.05256242,NA,-17,1.666666667,0.5,2,0.5,2,1.5,2,6,3,6,1,3,2,2,1,6,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-33,PRE,3,62.94212659,0,20,0.028109859,1,NA,NA,NA,13,26,NA,123,11,87,NA,NA,NA,NA,60.05256242,NA,-130,1,2,1.5,1.5,2,2,2,6,3,6,1,3,2,2,1,6,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-34,INF,1,8.178657468,0,15,-0.868907584,0,11,6,4,7,21,118,99,21,118,NA,NA,NA,NA,60.38107753,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,3,2,1,2,5,2,1,2,2,1,2,1,3,3,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-34,TOD,2,17.11426851,0,15,-0.868907584,0,11,6,4,7,21,118,99,21,118,NA,NA,NA,NA,60.38107753,NA,-23,2,1.5,2,2,2,2,2,2,1,2,1,3,2,1,2,5,2,1,2,2,1,2,1,3,3,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-34,PRE,3,61.85802672,0,15,-0.868907584,0,11,6,4,7,21,118,99,21,118,NA,NA,NA,NA,60.38107753,NA,-114,2,2,2,2,2,1.5,2,2,1,2,1,3,2,1,2,5,2,1,2,2,1,2,1,3,3,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-35,INF,1,11.89224704,1,18,0.729459445,0,7,3,1,5,21,105,98,16,109,15,6,117,113,56.07752957,74.63863338,-44,2,2,1.5,2,2,2,2,6,3,5,1,2,6,2,2,5,4,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-35,TOD,2,19.80946124,1,18,0.729459445,0,7,3,1,5,21,105,98,16,109,15,6,117,113,56.07752957,74.63863338,NA,NA,NA,NA,NA,NA,NA,NA,6,3,5,1,2,6,2,2,5,4,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-35,PRE,3,61.26806833,1,18,0.729459445,0,7,3,1,5,21,105,98,16,109,15,6,117,113,56.07752957,74.63863338,-84,1,2,2,2,2,2,2,6,3,5,1,2,6,2,2,5,4,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-36,INF,1,10.67674113,1,20,0.620439184,0,12,8,1,9,25,108,106,21,114,NA,NA,NA,NA,64.71610819,NA,-40,2,2,2,2,2,2,2,6,5,2,1,1,5,6,5,6,6,3,6,5,5,3,1,2,5,6,6,5,5,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-36,TOD,2,22.83180026,1,20,0.620439184,0,12,8,1,9,25,108,106,21,114,NA,NA,NA,NA,64.71610819,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,2,1,1,5,6,5,6,6,3,6,5,5,3,1,2,5,6,6,5,5,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-36,PRE,3,65.80020806,1,20,0.620439184,0,12,8,1,9,25,108,106,21,114,NA,NA,NA,NA,64.71610819,NA,-101,2,2,2,2,2,2,2,6,5,2,1,1,5,6,5,6,6,3,6,5,5,3,1,2,5,6,6,5,5,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-37,INF,1,4.993429698,1,20,-0.998987805,1,6,0,0,13,24,90,120,NA,NA,NA,NA,NA,NA,59.49408673,NA,-31,1,1,1,2,2,2,2,4,1,3,1,1,1,1,1,1,2,2,2,4,2,3,1,1,3,1,1,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-37,TOD,2,16.88567674,1,20,-0.998987805,1,6,0,0,13,24,90,120,NA,NA,NA,NA,NA,NA,59.49408673,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,1,1,1,1,1,1,2,2,2,4,2,3,1,1,3,1,1,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-37,PRE,3,63.04341875,1,20,-0.998987805,1,6,0,0,13,24,90,120,NA,NA,NA,NA,NA,NA,59.49408673,NA,-43,2,2,2,2,2,2,2,4,1,3,1,1,1,1,1,1,2,2,2,4,2,3,1,1,3,1,1,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-38,INF,1,8.772722295,0,19,-0.605391261,1,9,7,5,12,22,117,111,18,110,NA,NA,NA,NA,61.20236531,NA,-26,2,1.5,2,2,2,2,2,2,1,3,1,2,2,2,2,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-38,PRE,3,62.0565046,0,19,-0.605391261,1,9,7,5,12,22,117,111,18,110,NA,NA,NA,NA,61.20236531,NA,-41,2,2,2,2,2,2,2,2,1,3,1,2,2,2,2,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-39,INF,1,6.011826544,1,20,0.125754734,1,11,7,3,15,24,95,105,10,95,20,13,97,104,76.90538765,92.21419185,-53,1.333333333,2,2,2,2,2,2,3,NA,4,NA,1,4,4,4,5,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,6,2,1,3,4,4,4,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,6,1,1,2,3,3,5,5,2,4"
"sub-39,PRE,3,78.31800263,1,20,0.125754734,1,11,7,3,15,24,95,105,10,95,20,13,97,104,76.90538765,92.21419185,-42,1,2,2,2,2,2,2,3,NA,4,NA,1,4,4,4,5,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,6,2,1,3,4,4,4,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,6,1,1,2,3,3,5,5,2,4"
"sub-39,BEG,4,91.65571616,1,20,0.125754734,1,11,7,3,15,24,95,105,10,95,20,13,97,104,76.90538765,92.21419185,-37,2,2,2,2,2,2,2,3,NA,4,NA,1,4,4,4,5,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,6,2,1,3,4,4,4,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,6,1,1,2,3,3,5,5,2,4"
"sub-40,INF,1,7.687253614,0,20,0.058561173,1,NA,NA,NA,15,32,NA,122,11,99,29,18,121,116,77.26675427,95.99211564,-65,1.666666667,2,1,2,2,2,2,6,NA,3,NA,4,1,1,1,5,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,6,1,2,4,4,3,5,5,2,5,6,1,6,1,4,5,2,1,2,6,1,2,6,1,6,1,2,5,1,1,3,5,2,3"
"sub-40,PRE,3,77.69382392,0,20,0.058561173,1,NA,NA,NA,15,32,NA,122,11,99,29,18,121,116,77.26675427,95.99211564,-56,2,2,2,2,2,2,2,6,NA,3,NA,4,1,1,1,5,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,6,1,2,4,4,3,5,5,2,5,6,1,6,1,4,5,2,1,2,6,1,2,6,1,6,1,2,5,1,1,3,5,2,3"
"sub-40,BEG,4,94.4152431,0,20,0.058561173,1,NA,NA,NA,15,32,NA,122,11,99,29,18,121,116,77.26675427,95.99211564,-90,1,2,2,2,2,2,2,6,NA,3,NA,4,1,1,1,5,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,6,1,2,4,4,3,5,5,2,5,6,1,6,1,4,5,2,1,2,6,1,2,6,1,6,1,2,5,1,1,3,5,2,3"
"sub-40,REA,5,106.4060447,0,20,0.058561173,1,NA,NA,NA,15,32,NA,122,11,99,29,18,121,116,77.26675427,95.99211564,-69,2,2,2,2,2,1,2,6,NA,3,NA,4,1,1,1,5,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,6,1,2,4,4,3,5,5,2,5,6,1,6,1,4,5,2,1,2,6,1,2,6,1,6,1,2,5,1,1,3,5,2,3"
"sub-41,INF,1,8.738501971,1,20,0.036228188,0,10,8,2,14,25,94,107,NA,NA,13,9,82,94,74.77003942,92.27989488,-39,2,0,NA,NA,0,0,1.5,4,NA,4,NA,3,6,5,5,5,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,NA,5,1,5,5,1,2,3,2,5,1,4,1,1,1,5,5,2,2,4,2,4,2,4,1,1,1,6,6,2,4"
"sub-41,PRE,3,74.4086728,1,20,0.036228188,0,10,8,2,14,25,94,107,NA,NA,13,9,82,94,74.77003942,92.27989488,-24,2,2,2,2,2,2,2,4,NA,4,NA,3,6,5,5,5,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,NA,5,1,5,5,1,2,3,2,5,1,4,1,1,1,5,5,2,2,4,2,4,2,4,1,1,1,6,6,2,4"
"sub-41,BEG,4,91.65571616,1,20,0.036228188,0,10,8,2,14,25,94,107,NA,NA,13,9,82,94,74.77003942,92.27989488,-26,2,2,2,2,2,2,2,4,NA,4,NA,3,6,5,5,5,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,NA,5,1,5,5,1,2,3,2,5,1,4,1,1,1,5,5,2,2,4,2,4,2,4,1,1,1,6,6,2,4"
"sub-41,REA,5,108.935611,1,20,0.036228188,0,10,8,2,14,25,94,107,NA,NA,13,9,82,94,74.77003942,92.27989488,-47,2,2,2,2,2,2,2,4,NA,4,NA,3,6,5,5,5,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,NA,5,1,5,5,1,2,3,2,5,1,4,1,1,1,5,5,2,2,4,2,4,2,4,1,1,1,6,6,2,4"
"sub-42,INF,1,9.132720105,1,16,0.328369821,1,NA,NA,NA,NA,NA,NA,NA,13,107,20,5,127,111,NA,75.26281209,-33,1.666666667,1.5,2,2,2,2,2,4,NA,3,NA,1,4,5,2,3,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,6,2,1,6,5,1,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-42,BEG,4,75.26281209,1,16,0.328369821,1,NA,NA,NA,NA,NA,NA,NA,13,107,20,5,127,111,NA,75.26281209,-52,2,2,2,2,2,2,2,4,NA,3,NA,1,4,5,2,3,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,6,2,1,6,5,1,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-43,INF,1,9.329829172,0,16,0.212796091,0,14,14,5,19,28,116,126,17,96,NA,NA,NA,NA,73.25886991,NA,-31,2,2,2,2,2,2,2,6,NA,2,NA,4,2,NA,2,5,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,3,2,2,3,3,2,5,6,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-43,PRE,3,73.25886991,0,16,0.212796091,0,14,14,5,19,28,116,126,17,96,NA,NA,NA,NA,73.25886991,NA,-50,2,2,2,2,2,1.5,2,6,NA,2,NA,4,2,NA,2,5,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,3,2,2,3,3,2,5,6,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-44,INF,1,10.41392904,0,16,0.361478597,0,2,1,0,10,27,69,104,14,110,NA,NA,NA,NA,75.22996058,95.3022339,-43,2,2,0,2,2,2,2,4,NA,3,NA,5,4,5,5,5,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,2,3,3,2,5,6,4,4,2,4,2,2,6,4,2,1,6,6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-44,PRE,3,73.19316689,0,16,0.361478597,0,2,1,0,10,27,69,104,14,110,NA,NA,NA,NA,75.22996058,95.3022339,-50,2,2,2,2,2,2,2,4,NA,3,NA,5,4,5,5,5,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,2,3,3,2,5,6,4,4,2,4,2,2,6,4,2,1,6,6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-44,REA,5,99.44152431,0,16,0.361478597,0,2,1,0,10,27,69,104,14,110,NA,NA,NA,NA,75.22996058,95.3022339,-76,1,2,2,2,2,2,2,4,NA,3,NA,5,4,5,5,5,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,2,3,3,2,5,6,4,4,2,4,2,2,6,4,2,1,6,6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-45,INF,1,8.934242225,0,16,0.126816502,0,15,19,13,12,28,136,113,15,115,NA,NA,NA,NA,71.15637319,NA,-46,2,0,1,2,2,2,2,5,NA,5,NA,4,2,1,1,4,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,6,1,1,5,6,1,6,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-45,PRE,3,71.35348226,0,16,0.126816502,0,15,19,13,12,28,136,113,15,115,NA,NA,NA,NA,71.15637319,NA,-17,2,2,2,2,2,2,2,5,NA,5,NA,4,2,1,1,4,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,6,1,1,5,6,1,6,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-45,REA,5,97.20762155,0,16,0.126816502,0,15,19,13,12,28,136,113,15,115,NA,NA,NA,NA,71.15637319,NA,-33,2,2,2,2,2,2,2,5,NA,5,NA,4,2,1,1,4,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,6,1,1,5,6,1,6,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
"sub-46,INF,1,17.60840999,1,20,0.379622489,1,NA,NA,NA,NA,NA,NA,NA,12,100,22,13,123,122,NA,78.58081472,-64,2,2,2,2,2,2,2,2,NA,2,NA,3,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,2,2,1,1,1,6,6,2,6"
"sub-46,BEG,4,80.02628121,1,20,0.379622489,1,NA,NA,NA,NA,NA,NA,NA,12,100,22,13,123,122,NA,78.58081472,-19,2,2,2,2,2,2,2,2,NA,2,NA,3,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,2,2,1,1,1,6,6,2,6"
"sub-47,INF,1,10.21681997,0,17,0.502999789,1,10,14,12,21,32,119,138,16,121,30,18,131,123,73.39027595,84.92115637,-38,2,2,2,2,2,2,2,5,NA,3,NA,1,3,3,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,6,1,1,5,6,5,5,6,2,6,6,2,4,1,1,4,5,5,5,5,2,6,6,2,5,1,1,4,3,3,5,6,2,5"
"sub-47,PRE,3,75.45992116,0,17,0.502999789,1,10,14,12,21,32,119,138,16,121,30,18,131,123,73.39027595,84.92115637,-41,1,2,2,2,2,2,2,5,NA,3,NA,1,3,3,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,6,1,1,5,6,5,5,6,2,6,6,2,4,1,1,4,5,5,5,5,2,6,6,2,5,1,1,4,3,3,5,6,2,5"
"sub-47,BEG,4,86.95795007,0,17,0.502999789,1,10,14,12,21,32,119,138,16,121,30,18,131,123,73.39027595,84.92115637,-44,2,2,2,2,2,2,2,5,NA,3,NA,1,3,3,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,6,1,1,5,6,5,5,6,2,6,6,2,4,1,1,4,5,5,5,5,2,6,6,2,5,1,1,4,3,3,5,6,2,5"
"sub-47,REA,5,100.065703,0,17,0.502999789,1,10,14,12,21,32,119,138,16,121,30,18,131,123,73.39027595,84.92115637,-16,2,2,2,2,2,2,2,5,NA,3,NA,1,3,3,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,6,1,1,5,6,5,5,6,2,6,6,2,4,1,1,4,5,5,5,5,2,6,6,2,5,1,1,4,3,3,5,6,2,5"
"sub-48,INF,1,8.574244415,1,20,0.334593943,0,10,11,2,12,24,104,105,15,115,26,12,118,105,69.54664915,89.51899912,-52,1.666666667,NA,NA,NA,NA,NA,NA,4,NA,3,NA,6,NA,NA,NA,5,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,6,1,3,1,2,1,5,3,3,3"
"sub-48,PRE,3,72.30617608,1,20,0.334593943,0,10,11,2,12,24,104,105,15,115,26,12,118,105,69.54664915,89.51899912,-6,2,2,2,2,2,2,2,4,NA,3,NA,6,NA,NA,NA,5,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,6,1,3,1,2,1,5,3,3,3"
"sub-48,BEG,4,89.1261498,1,20,0.334593943,0,10,11,2,12,24,104,105,15,115,26,12,118,105,69.54664915,89.51899912,-36,2,2,2,2,2,2,2,4,NA,3,NA,6,NA,NA,NA,5,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,6,1,3,1,2,1,5,3,3,3"
"sub-48,REA,5,102.4638633,1,20,0.334593943,0,10,11,2,12,24,104,105,15,115,26,12,118,105,69.54664915,89.51899912,-23,2,2,2,2,2,2,2,4,NA,3,NA,6,NA,NA,NA,5,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,6,1,3,1,2,1,5,3,3,3"
"sub-49,INF,1,10.18396846,1,19,0.448936741,1,5,0,2,15,26,85,118,15,115,NA,NA,NA,NA,67.83837057,NA,-30,2,2,1,2,2,2,1.5,6,NA,6,NA,NA,3,1,1,5,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,5,1,4,6,4,3,5,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,4,1,NA,5,1,1,6,6,2,6"
"sub-49,PRE,3,68.10118265,1,19,0.448936741,1,5,0,2,15,26,85,118,15,115,NA,NA,NA,NA,67.83837057,NA,-39,2,2,2,1.5,2,2,2,6,NA,6,NA,NA,3,1,1,5,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,5,1,4,6,4,3,5,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,4,1,NA,5,1,1,6,6,2,6"
"sub-49,REA,5,107.8843627,1,19,0.448936741,1,5,0,2,15,26,85,118,15,115,NA,NA,NA,NA,67.83837057,NA,-80,2,2,2,2,2,2,2,6,NA,6,NA,NA,3,1,1,5,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,5,1,4,6,4,3,5,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,4,1,NA,5,1,1,6,6,2,6"
