participant_id	gender	age
sub-09114	F	43
sub-09160	F	53
sub-09260	F	56
sub-09300	F	51
sub-09380	F	43
sub-09381	F	61
sub-10134	F	43
sub-10332	F	55
sub-10570	F	61
